fips,cases,deaths
41001,2310,36
41003,6767,43
41005,35476,428
41007,2830,36
41009,4755,61
41011,6396,122
41013,3650,60
41015,2006,40
41017,26067,215
41019,14269,315
41021,197,4
41023,1174,17
41025,1254,34
41027,2304,38
41029,26640,390
41031,4437,69
41033,10997,266
41035,9396,169
41037,1081,21
41039,32273,383
41041,3915,58
41043,15971,206
41045,6040,94
41047,42126,547
41049,2049,25
41051,65814,902
41053,8857,111
41055,201,3
41057,2382,49
41059,15664,187
41061,3528,64
41063,787,13
41065,3322,48
41067,45682,442
41069,139,2
41071,10507,157
33001,9284,146
33003,6235,32
33005,9338,72
33007,4694,84
33009,9454,47
33011,65181,767
33013,20874,168
33015,44420,405
33017,19217,165
33019,6197,53
25001,24650,559
25003,13350,344
25005,106742,2069
25007,2374,0
25009,149987,2722
25011,5624,131
25013,87947,1757
25015,15988,347
25017,213486,4129
25019,2325,0
25021,86849,1954
25023,80864,1671
25025,139704,2000
25027,128771,2578
17001,16257,198
17003,890,13
17005,3049,34
17007,10014,103
17009,1216,19
17011,5716,120
17013,985,7
17015,3001,42
17017,3127,40
17019,37529,231
17021,6771,107
17023,3287,54
17025,3403,62
17027,8266,117
17029,9733,148
17031,821472,12541
17033,3875,51
17035,2349,42
17037,16011,161
17039,2937,39
17041,4150,44
17043,142738,1530
17045,3475,72
17047,1259,22
17049,7946,124
17051,5161,76
17053,3105,67
17055,8545,142
17057,6713,101
17059,917,11
17061,2577,53
17063,9736,105
17065,1540,28
17067,3376,46
17069,758,16
17071,886,24
17073,8612,124
17075,5420,92
17077,9483,112
17079,1948,23
17081,7536,151
17083,4306,76
17085,2891,35
17087,2720,40
17089,86289,1000
17091,22538,300
17093,21819,136
17095,8838,215
17097,101282,1218
17099,19108,376
17101,3886,47
17103,5935,108
17105,7317,127
17107,6221,91
17109,4742,84
17111,46910,393
17113,30224,279
17115,19699,284
17117,8541,150
17119,48340,723
17121,8394,171
17123,1927,26
17125,2704,54
17127,2631,61
17129,2268,19
17131,2776,38
17133,6365,108
17135,6169,91
17137,6034,125
17139,2946,47
17141,10004,118
17143,34463,447
17145,4871,91
17147,2956,22
17149,3630,61
17151,694,7
17153,1197,15
17155,787,8
17157,6333,113
17159,3483,76
17161,24040,449
17163,48021,681
17165,5024,90
