fips,cases,deaths
41001,70,2
41003,213,6
41005,1953,57
41007,95,0
41009,130,1
41011,116,0
41013,55,1
41015,20,0
41017,693,11
41019,177,3
41021,4,0
41023,8,0
41025,12,0
41027,234,0
41029,811,2
41031,457,7
41033,154,2
41035,235,2
41037,32,0
41039,717,6
41041,466,13
41043,389,12
41045,1179,19
41047,3830,80
41049,437,3
41051,6007,122
41053,425,14
41055,17,0
41057,38,0
41059,2690,38
41061,419,2
41063,22,1
41065,207,3
41067,3783,46
41071,630,14
33001,125,4
33003,105,1
33005,129,3
33007,18,0
33009,114,1
33011,4040,286
33013,502,23
33015,1809,100
33017,383,13
33019,48,1
25001,1857,165
25003,703,46
25005,9790,659
25007,74,0
25009,18863,1239
25011,430,65
25013,7934,746
25015,1281,140
25017,27665,2070
25019,44,1
25021,11033,1018
25023,9625,742
25025,23472,1109
25027,14176,1055
17001,771,7
17003,44,0
17005,144,3
17007,865,23
17009,21,0
17011,370,7
17013,26,0
17015,134,4
17017,299,11
17019,2462,20
17021,232,5
17023,116,2
17025,80,0
17027,715,17
17029,974,21
17031,126577,5058
17033,78,0
17035,140,3
17037,1160,35
17039,43,1
17041,222,5
17043,14615,533
17045,83,0
17047,39,0
17049,535,1
17051,169,3
17053,71,2
17055,343,1
17057,86,0
17059,63,2
17061,115,1
17063,481,5
17065,45,0
17067,138,2
17069,18,0
17071,45,0
17073,465,1
17075,298,19
17077,929,21
17079,129,7
17081,457,34
17083,276,6
17085,176,2
17087,116,0
17089,11240,312
17091,2303,71
17093,1693,25
17095,458,3
17097,14605,466
17099,1256,45
17101,137,0
17103,244,2
17105,193,4
17107,263,1
17109,203,15
17111,3912,117
17113,1788,16
17115,942,26
17117,349,3
17119,4040,98
17121,272,0
17123,51,0
17125,86,1
17127,65,1
17129,70,0
17131,100,4
17133,454,14
17135,252,7
17137,500,18
17139,161,1
17141,498,5
17143,2408,40
17145,291,9
17147,79,0
17149,72,0
17151,19,1
17153,121,1
17155,20,0
17157,739,7
17159,63,3
17161,2247,60
17163,5850,174
17165,164,3
17167,1822,40
17169,21,0
17171,46,0
17173,201,3
17175,24,0
17177,380,6
17179,1102,10
17181,426,24
17183,341,3
17185,108,1
17187,258,1
17189,114,1
17191,111,2
17193,123,0
09001,18903,1414
17195,541,19
09003,13504,1426
17197,11612,361
09005,1709,139
17199,908,12
09007,1455,192
09009,13675,1111
17201,4248,150
09011,1577,107
17203,280,4
09013,1145,66
09015,801,15
50001,81,2
50003,102,1
50005,34,0
50007,797,39
50009,6,0
50011,123,7
50013,13,0
50015,45,1
50017,20,0
50019,15,0
50021,118,1
50023,62,2
50025,123,3
50027,79,2
01001,1442,23
01003,4545,42
01005,757,7
01007,554,8
01009,1287,11
01011,551,14
01013,866,37
01015,2567,36
01017,1033,40
01019,405,12
01021,1194,13
01023,326,12
01025,992,14
01027,373,6
01029,206,5
01031,1087,7
01033,1466,22
01035,485,11
01037,135,3
01039,1096,26
01041,472,27
42001,642,23
01043,1644,14
42003,10347,330
01045,1103,38
42005,314,9
01047,1615,25
42007,1611,96
01049,2152,17
42009,170,5
01051,2195,44
42011,6056,381
01053,1404,22
42013,461,11
01055,2806,40
42015,99,3
01057,315,6
42017,7805,586
01059,1565,27
42019,785,18
01061,438,4
42021,461,4
01063,285,15
42023,8,0
01065,559,28
42025,422,28
01067,376,4
42027,486,11
01069,2061,19
42029,5678,357
01071,1318,9
42031,99,3
01073,16426,303
42033,227,1
01075,291,2
42035,136,5
01077,1437,24
42037,665,35
01079,476,5
42039,214,2
01081,4564,54
42041,1533,72
01083,1687,16
42043,3329,163
01085,619,26
42045,10402,773
01087,435,19
42047,64,2
01089,6473,57
42049,1349,33
01091,639,18
42051,692,6
01093,791,28
42053,14,0
01095,3622,42
42055,1514,46
01097,12259,261
42057,34,2
01099,545,7
42059,140,1
01101,7992,163
42061,364,5
01103,2910,24
42063,427,10
01105,517,5
42065,97,1
01107,563,11
42067,150,6
01109,963,8
42069,2085,213
01111,519,12
42071,6731,432
01113,1627,2
42073,459,18
01115,1844,29
42075,1728,57
01117,4561,47
42077,5204,343
01119,403,19
42079,3778,188
01121,1764,20
42081,522,22
01123,1053,82
42083,37,1
01125,5877,100
42085,546,13
01127,1914,76
42087,161,1
01129,522,14
42089,1714,127
01131,514,11
42091,11035,862
01133,576,11
42093,133,5
42095,4117,300
42097,681,34
42099,176,5
42101,33778,1767
42103,542,21
42105,25,0
42107,988,51
42109,164,2
42111,165,3
42113,10,0
42115,267,27
42117,49,3
42119,377,4
42121,70,1
42123,27,1
42125,1054,27
42127,177,10
42129,1815,49
42131,67,8
42133,3368,122
34001,3763,254
34003,21842,2041
34005,6434,482
34007,9209,590
34009,912,94
34011,3581,159
34013,20553,2115
34015,3691,220
34017,20304,1510
34019,1267,126
34021,8369,627
34023,18657,1421
34025,10826,860
34027,7635,830
34029,11243,1025
34031,18493,1249
34033,987,89
34035,5494,567
34037,1435,198
34039,17269,1352
34041,1408,172
26001,34,2
26003,18,0
26005,643,7
26007,132,14
26009,60,1
26011,59,3
26013,8,0
26015,215,2
26017,825,41
26019,47,2
26021,1683,70
26023,1298,26
26025,994,45
26027,412,18
26029,76,2
26031,79,2
26033,58,0
26035,100,4
26037,488,13
26039,114,5
26041,157,3
26043,65,2
26045,512,8
26047,126,3
26049,3967,305
26051,78,2
26053,144,1
26055,356,6
26057,194,15
26059,303,26
26061,74,1
26063,201,4
26065,1783,41
26067,302,7
26069,143,12
26071,35,1
26073,491,9
26075,2554,62
26077,1942,88
26079,66,4
26081,8490,167
26083,4,0
26085,29,0
26087,843,42
26089,91,1
26091,1300,17
26093,1158,30
26095,136,0
26097,37,0
26099,13023,973
26101,66,1
26103,244,11
26105,120,0
26107,88,2
26109,250,0
26111,417,11
26113,46,1
26115,1320,27
26117,227,4
26119,12,1
26121,2010,67
26123,299,1
26125,18053,1163
26127,501,6
26129,58,4
26131,34,0
26133,79,0
26135,29,1
26137,155,11
26139,2177,64
26141,21,2
26143,76,4
26145,2532,133
26147,927,53
26149,683,11
26151,125,7
26153,15,0
26155,421,29
26157,454,29
26159,628,16
26161,3425,124
26163,31256,2885
54047,72,0
26165,107,4
18001,188,3
18003,5005,188
18005,1077,58
18007,80,0
18009,80,2
18011,862,49
18013,89,2
18015,255,13
18017,1875,10
18019,1773,58
18021,229,5
18023,553,11
18025,65,1
18027,497,25
18029,581,30
18031,424,38
18033,345,8
18035,1179,58
18037,839,17
18039,5693,102
18041,422,8
18043,1082,57
18045,95,2
18047,284,26
18049,207,2
18051,318,4
18053,957,33
18055,376,38
18057,3945,116
18059,837,44
18061,488,26
18063,2357,128
18065,616,21
18067,1087,68
18069,173,4
18071,703,10
18073,324,2
18075,135,0
18077,208,3
18079,272,14
18081,2071,129
18083,346,3
18085,1048,18
18087,602,11
18089,9203,314
18091,1189,31
18093,456,29
18095,1313,80
18097,18631,799
18099,895,23
18101,118,0
18103,322,2
18105,1155,40
18107,427,22
18109,608,38
18111,146,11
18113,808,32
18115,73,7
18117,242,26
18119,143,2
18121,86,2
18123,208,14
18125,101,1
18127,1730,43
18129,214,0
18131,102,1
18133,438,9
18135,206,7
18137,245,8
18139,176,4
18141,5168,97
18143,321,12
18145,1074,36
18147,161,3
18149,212,8
18151,279,4
18153,294,8
18155,66,0
18157,1587,14
18159,190,21
18161,86,0
18163,2591,19
18165,95,0
18167,1264,18
18169,213,6
18171,39,1
18173,770,33
18175,225,1
18177,887,10
18179,227,2
18181,440,12
18183,213,6
10001,2624,110
10003,8190,300
10005,6350,196
51001,1145,19
51003,1034,18
51005,65,4
51007,98,3
51009,290,1
51011,169,1
51013,3555,138
51015,364,4
51017,4,0
51019,546,8
51021,47,0
51023,249,8
51025,293,2
51027,99,1
51029,644,8
51031,324,3
51033,263,5
51035,396,19
51036,70,5
51037,69,0
51041,5046,82
51043,81,0
51045,22,0
51047,1117,13
51049,97,0
51051,67,1
51053,292,8
51057,128,2
51059,18417,558
51061,762,9
51063,153,2
51065,226,9
51067,213,1
51069,764,10
51071,43,0
51073,201,2
51075,220,7
51077,194,6
51079,199,3
51081,709,11
51083,210,2
51085,794,35
51087,4608,193
51089,844,16
51091,6,0
51093,552,11
