fips,cases,deaths
41001,1115,17
41003,3474,22
41005,19964,246
41007,1176,10
41009,2087,32
41011,2319,39
41013,1399,24
41015,791,12
41017,10565,87
41019,4518,88
41021,87,1
41023,563,7
41025,460,11
41027,1267,34
41029,12709,156
41031,2499,42
41033,4169,75
41035,4944,79
41037,487,8
41039,14885,174
41041,1544,22
41043,6277,82
41045,3666,67
41047,24509,333
41049,1229,17
41051,41855,642
41053,4314,57
41055,87,2
41057,760,5
41059,9587,94
41061,1694,24
41063,239,6
41065,1561,31
41067,27838,258
41069,44,1
41071,5074,81
33001,4267,101
33003,2528,13
33005,3956,35
33007,2104,45
33009,4141,30
33011,36754,649
33013,9826,117
33015,24674,270
33017,10193,100
33019,1907,27
25001,14512,483
25003,6660,290
25005,67895,1753
25007,1440,0
25009,98816,2411
25011,2600,113
25013,53100,1542
25015,9255,300
25017,137187,3794
25019,1569,0
25021,55726,1810
25023,49949,1455
25025,94461,1857
25027,78353,2262
17001,9751,158
17003,495,11
17005,2139,30
17007,6965,92
17009,813,12
17011,3866,100
17013,544,5
17015,2054,38
17017,2115,36
17019,21705,167
17021,3975,93
17023,1913,42
17025,1563,48
17027,5942,102
17029,5887,103
17031,564091,11121
17033,2211,42
17035,1314,32
17037,10553,127
17039,1615,36
17041,2654,42
17043,94007,1406
17045,1809,62
17047,642,13
17049,4839,85
17051,3274,59
17053,1954,58
17055,4928,91
17057,4121,67
17059,514,5
17061,1557,47
17063,6074,83
17065,917,19
17067,1949,42
17069,397,12
17071,534,23
17073,5171,99
17075,3310,70
17077,5512,76
17079,1170,20
17081,4703,124
17083,2802,71
17085,1840,27
17087,1567,22
17089,60205,868
17091,14768,232
17093,14083,109
17095,5743,188
17097,69363,1099
17099,12987,309
17101,2455,36
17103,4243,93
17105,4951,106
17107,4100,79
17109,3085,63
17111,29684,326
17113,18931,230
17115,11214,225
17117,5010,119
17119,32649,609
17121,4836,124
17123,1114,21
17125,1648,48
17127,1461,44
17129,1287,16
17131,1525,34
17133,4535,94
17135,3866,80
17137,4258,114
17139,1687,36
17141,6305,92
17143,23852,375
17145,3302,71
17147,1569,20
17149,2032,56
17151,346,4
17153,749,7
17155,495,4
17157,4339,93
17159,1828,49
17161,15422,372
17163,33221,571
17165,2740,73
17167,19759,287
17169,818,19
17171,518,1
17173,2374,41
17175,669,25
17177,4898,105
17179,17551,343
17181,2518,46
17183,10297,171
17185,1506,15
17187,1868,53
17189,1701,31
17191,1920,54
17193,1833,36
09001,101695,2204
17195,7347,216
09003,85924,2442
17197,78328,1115
09005,14864,298
17199,8266,150
09007,13077,374
09009,93680,2140
17201,34822,554
09011,22975,451
17203,4937,96
09013,9827,188
09015,11101,196
50001,1098,8
50003,2077,15
50005,1086,7
50007,7740,107
50009,302,2
50011,2058,39
50013,220,2
50015,892,3
50017,846,3
50019,1312,11
50021,2331,20
50023,1940,15
50025,1422,15
50027,1546,13
01001,7537,114
01003,25207,329
01005,2506,61
01007,2897,65
01009,7352,139
01011,1265,42
01013,2401,72
01015,15382,334
01017,3936,125
01019,1988,48
01021,4763,117
01023,644,25
01025,3705,63
01027,1656,59
01029,1611,45
01031,6342,132
01033,6691,142
01035,1206,32
01037,1181,29
01039,4738,125
01041,1677,58
42001,9833,190
01043,10503,205
42003,103058,2027
01045,5605,117
42005,6050,148
01047,3742,163
42007,15725,392
01049,9498,192
42009,4755,142
01051,10890,219
42011,48814,1045
01053,4392,83
42013,13566,344
01055,14928,370
42015,6162,96
01057,2267,65
42017,61517,1335
01059,4566,81
42019,17788,423
01061,2828,83
42021,14919,441
01063,991,37
42023,318,10
01065,2351,78
42025,6455,176
01067,2128,45
42027,17053,228
01069,12021,293
42029,41252,826
01071,7384,117
42031,3226,96
01073,85143,1591
42033,8729,156
01075,1509,38
42035,3728,68
01077,10240,254
42037,5930,136
01079,3257,101
42039,7646,157
01081,17184,181
42041,20853,529
01083,10699,158
42043,26384,564
01085,1453,55
42045,52958,1420
01087,1697,52
42047,2892,41
01089,37411,533
42049,21370,419
01091,2622,67
42051,13503,334
01093,3455,107
42053,1440,21
01095,13079,235
42055,15584,377
01097,48584,864
42057,1390,17
01099,2015,41
42059,3385,42
01101,26119,627
42061,5198,136
01103,15147,291
42063,6490,179
01105,1103,28
42065,3355,99
01107,2452,62
42067,2153,88
01109,3320,79
42069,18714,485
01111,2003,44
42071,55920,1173
01113,4789,43
42073,7827,218
01115,10737,252
42075,16310,295
01117,27192,257
42077,40253,867
01119,1103,33
42079,32415,830
01121,8935,188
42081,12035,298
01123,4511,157
42083,3857,75
01125,27145,465
42085,9773,267
01127,7775,288
42087,5460,183
01129,1843,39
42089,15068,322
01131,1323,31
42091,71325,1741
01133,2983,73
42093,2013,67
42095,36328,720
42097,9760,365
42099,3867,101
42101,156688,3785
42103,4120,54
42105,1236,25
42107,14917,414
42109,3703,86
42111,8130,219
42113,444,21
42115,2684,62
42117,3143,112
42119,6190,89
42121,4137,102
42123,2660,106
42125,18131,312
42127,4198,84
42129,34712,781
42131,2030,54
42133,47475,838
34001,32167,698
34003,106588,2901
34005,45196,886
34007,56793,1345
34009,9464,209
34011,17394,443
34013,95975,3042
34015,31206,649
34017,89430,2316
34019,10078,177
34021,34604,964
34023,94003,2378
34025,78212,1647
34027,51127,1245
34029,77943,2181
34031,74231,1949
34033,6224,189
34035,30746,846
34037,14305,309
34039,72717,1992
34041,10134,241
26001,745,33
26003,670,7
26005,11339,162
26007,2329,65
26009,1650,30
26011,1227,29
26013,998,40
26015,6029,70
26017,11337,355
26019,1295,36
26021,15744,302
26023,5934,121
26025,14781,321
26027,5577,78
26029,1721,22
26031,1947,47
26033,5681,51
26035,2508,86
26037,7741,95
26039,999,14
26041,4093,95
26043,2782,74
26045,10250,212
26047,2411,43
26049,42099,978
26051,2320,61
26053,1449,53
26055,6600,100
26057,6990,125
26059,4448,95
26061,3156,43
26063,4121,82
26065,25229,394
26067,9430,85
26069,2023,75
26071,1077,53
26073,6384,101
26075,21279,326
26077,23492,403
26079,1171,29
26081,74491,870
26083,174,2
26085,645,17
26087,9825,215
26089,1263,20
26091,10943,179
26093,17023,198
26095,1339,6
26097,721,3
26099,101662,2511
26101,1992,25
26103,5952,65
26105,2178,37
26107,3228,37
26109,2145,44
26111,7655,96
26113,1524,27
26115,15603,267
26117,8224,121
26119,627,20
26121,18647,386
26123,4933,69
26125,120330,2475
26127,2794,60
26129,1764,43
26131,488,22
26133,1972,31
26135,695,31
26137,2376,41
26139,33193,444
26141,1063,34
26143,1912,55
26145,22817,642
26147,18637,454
26149,6327,103
