fips,cases,deaths
41001,3186,46
41003,14777,61
41005,59101,524
41007,4515,38
41009,7418,74
41011,10449,142
41013,5967,74
41015,3268,44
41017,45206,244
41019,19395,366
41021,277,5
41023,1558,18
41025,1576,36
41027,3464,42
41029,41988,472
41031,7136,81
41033,16010,313
41035,13927,194
41037,1372,24
41039,56178,464
41041,6904,71
41043,25951,230
41045,8161,101
41047,68207,654
41049,2938,30
41051,110697,1050
41053,15077,123
41055,311,4
41057,3592,57
41059,22190,201
41061,4989,73
41063,1232,14
41065,5037,53
41067,84093,506
41069,243,3
41071,17539,190
33001,13240,169
33003,9015,55
33005,14220,102
33007,6748,109
33009,16791,59
33011,95620,872
33013,31547,216
33015,65602,503
33017,28206,199
33019,9018,67
25001,34343,672
25003,22497,402
25005,148109,2451
25007,3386,0
25009,202395,3122
25011,10268,167
25013,131183,2048
25015,26733,409
25017,316954,4662
25019,3346,0
25021,128710,2219
25023,114135,1973
25025,206279,2286
25027,189156,2989
17001,22142,229
17003,1269,15
17005,4289,36
17007,13652,125
17009,2385,21
17011,8265,139
17013,1513,8
17015,4197,47
17017,4574,44
17019,61498,292
17021,10046,128
17023,4800,59
17025,4725,70
17027,11810,122
17029,15114,168
17031,1111190,14606
17033,6139,58
17035,3335,49
17037,22983,194
17039,4295,43
17041,6427,59
17043,205611,1762
17045,5094,77
17047,1776,28
17049,10550,142
17051,7036,97
17053,4378,72
17055,12219,175
17057,9930,132
17059,1389,17
17061,3576,56
17063,12505,137
17065,2161,32
17067,4349,55
17069,1043,19
17071,1145,26
17073,12533,145
17075,7091,113
17077,15388,127
17079,2666,28
17081,10973,171
17083,6167,86
17085,3975,38
17087,4396,46
17089,124435,1149
17091,28564,364
17093,30495,164
17095,12454,238
17097,147070,1401
17099,28569,430
17101,5469,50
17103,8682,117
17105,10599,148
17107,9362,97
17109,7113,98
17111,74815,487
17113,48994,321
17115,30205,341
17117,12630,166
17119,69691,842
17121,11788,212
17123,2724,32
17125,3868,60
17127,3824,69
17129,3472,23
17131,3964,46
17133,9413,131
17135,9694,106
17137,9360,145
17139,4036,52
17141,13835,136
17143,46023,555
17145,7371,104
17147,4339,28
17149,4985,68
17151,944,8
17153,1712,18
17155,1120,10
17157,10390,127
17159,5146,82
17161,32818,509
17163,68629,759
17165,7770,108
17167,54187,416
17169,1937,29
17171,1244,11
17173,6154,75
17175,1500,32
17177,11376,172
17179,36252,487
17181,5329,67
17183,27795,304
17185,3759,30
17187,3967,83
17189,3399,40
17191,5243,82
17193,4374,58
09001,198201,2637
17195,15175,264
09003,174606,3014
17197,159756,1565
09005,31238,443
17199,22355,254
09007,27363,467
09009,190110,2731
17201,75733,826
09011,53571,625
17203,10258,124
09013,20127,260
09015,25377,290
50001,4120,15
50003,8953,64
50005,4529,24
50007,25935,156
50009,1107,3
50011,8360,63
50013,875,4
50015,3224,16
50017,3269,11
50019,5092,33
50021,11357,66
50023,8570,44
50025,5560,34
50027,7385,49
01001,15510,194
01003,54978,640
01005,5445,93
01007,6375,99
01009,14760,218
01011,2280,49
01013,5035,119
01015,31638,588
01017,8431,153
01019,5074,78
01021,10594,187
01023,2017,34
01025,7037,96
01027,4065,76
01029,3530,66
01031,13296,221
01033,16138,238
01035,2838,66
01037,2913,54
01039,9234,217
01041,3770,91
42001,24574,349
01043,24340,347
42003,260712,3200
01045,12424,216
42005,15125,331
01047,8301,229
42007,39746,707
01049,18555,309
42009,10884,268
01051,22862,327
42011,101556,1566
01053,9951,157
42013,29362,594
01055,28671,597
42015,14822,192
01057,4899,92
42017,121858,1829
01059,9800,132
42019,44030,699
01061,6181,154
42021,34258,704
01063,1852,48
42023,811,19
01065,4668,98
42025,15732,281
01067,4434,69
42027,34715,338
01069,24878,471
42029,90567,1112
01071,14897,225
42031,8156,197
