fips,cases,deaths
41001,750,12
41003,2582,18
41005,14304,200
41007,838,7
41009,1374,24
41011,1881,29
41013,811,18
41015,545,8
41017,6341,70
41019,2884,60
41021,54,1
41023,281,4
41025,289,6
41027,1084,29
41029,9224,121
41031,2012,31
41033,2789,59
41035,3003,56
41037,404,6
41039,10764,141
41041,1208,20
41043,3828,60
41045,3398,58
41047,19341,297
41049,1062,15
41051,33248,567
41053,3223,48
41055,53,0
41057,509,2
41059,7871,83
41061,1372,21
41063,149,5
41065,1243,27
41067,22334,223
41069,25,1
41071,3935,70
33001,3364,95
33003,1954,7
33005,3134,32
33007,1498,38
33009,3101,21
33011,31371,605
33013,8237,110
33015,20887,227
33017,8017,76
33019,1448,22
25001,12150,444
25003,5507,276
25005,59917,1637
25007,961,0
25009,89306,2295
25011,2215,107
25013,45841,1446
25015,8327,284
25017,122222,3645
25019,1317,2
25021,49961,1721
25023,44164,1379
25025,84646,1788
25027,70407,2151
17001,8078,144
17003,456,10
17005,1939,30
17007,6112,83
17009,680,12
17011,3421,92
17013,505,5
17015,1641,36
17017,1926,33
17019,19028,144
17021,3411,89
17023,1721,40
17025,1456,47
17027,5672,98
17029,5427,96
17031,497885,10220
17033,2063,40
17035,1266,31
17037,8837,122
17039,1326,30
17041,2517,41
17043,81889,1316
17045,1633,59
17047,541,13
17049,4576,82
17051,3097,57
17053,1640,54
17055,4264,82
17057,3300,58
17059,451,5
17061,1403,45
17063,5412,74
17065,805,18
17067,1701,40
17069,360,12
17071,519,23
17073,4507,89
17075,2846,65
17077,4742,73
17079,1131,19
17081,4070,119
17083,2558,67
17085,1682,25
17087,1372,20
17089,52886,797
17091,13011,200
17093,12009,99
17095,5135,166
17097,62242,1023
17099,11283,281
17101,2371,33
17103,3714,86
17105,4412,92
17107,3465,67
17109,2427,54
17111,25586,299
17113,15644,202
17115,9879,198
17117,4496,110
17119,29202,575
17121,4364,120
17123,919,19
17125,1349,42
17127,1307,40
17129,1138,13
17131,1320,33
17133,4202,90
17135,3595,77
17137,3776,101
17139,1530,33
17141,5416,87
17143,18709,289
17145,3113,68
17147,1390,20
17149,1734,53
17151,302,3
17153,674,7
17155,432,4
17157,4037,88
17159,1682,48
17161,13673,340
17163,29377,537
17165,2432,68
17167,16973,269
17169,687,17
17171,457,1
17173,2206,39
17175,554,23
17177,4279,98
17179,14468,278
17181,2226,43
17183,8877,139
17185,1333,15
17187,1687,48
17189,1613,31
17191,1708,51
17193,1652,35
09001,89598,2111
17195,6418,200
09003,75802,2345
17197,68489,1015
09005,12872,284
17199,7051,137
09007,11552,354
09009,80806,2000
17201,29299,482
09011,20674,423
17203,4066,74
09013,8614,178
09015,9881,187
50001,922,8
50003,1673,10
50005,706,5
50007,6136,97
50009,213,1
50011,1688,37
50013,171,2
50015,698,2
50017,550,3
50019,888,7
50021,1733,14
50023,1604,15
50025,1102,14
50027,1179,12
01001,6589,99
01003,20505,301
01005,2227,55
01007,2542,60
01009,6444,131
01011,1207,40
01013,2098,66
01015,14224,305
01017,3488,117
01019,1806,43
01021,4034,109
01023,584,24
01025,3478,59
01027,1481,54
01029,1452,41
01031,5384,110
01033,6170,126
01035,1086,26
01037,944,24
01039,4041,111
01041,1502,57
42001,8112,161
01043,9380,186
42003,85680,1814
01045,4760,109
42005,5170,120
01047,3515,148
42007,13214,357
01049,8697,179
42009,3952,130
01051,9953,202
42011,39895,930
01053,3861,74
42013,11151,313
01055,13647,343
42015,4794,83
01057,2063,59
