fips,cases,deaths
41003,12,1
41005,50,3
41007,3,0
41009,1,0
41017,25,0
41019,9,0
41023,1,0
41027,3,0
41029,21,0
41033,10,0
41035,5,0
41039,16,1
41041,2,0
41043,37,2
41045,1,0
41047,141,3
41049,1,0
41051,116,2
41053,18,0
41057,3,0
41059,5,0
41061,1,0
41063,1,0
41065,7,0
41067,186,3
41071,16,3
33001,12,0
33003,12,0
33005,4,0
33009,35,0
33011,108,2
33013,27,0
33015,137,1
33017,28,0
33019,4,0
25001,191,2
25003,171,6
25005,306,2
25007,1,0
25009,784,13
25011,61,4
25013,354,12
25015,69,1
25017,1340,18
25019,5,0
25021,738,13
25023,459,2
25025,1373,8
25027,433,8
17001,2,0
17005,2,0
17011,1,0
17015,2,1
17019,26,0
17021,19,0
17023,1,0
17027,7,0
17031,4496,61
17033,1,0
17035,1,0
17037,9,0
17041,3,0
17043,356,10
17051,1,0
17053,1,0
17055,2,0
17063,4,0
17073,2,0
17075,2,0
17077,4,0
17085,1,0
17089,128,7
17091,47,0
17093,19,2
17095,1,0
17097,389,7
17099,6,2
17105,3,0
17111,63,2
17113,19,2
17115,2,0
17119,16,0
17121,2,0
17123,1,0
17129,1,0
17133,3,0
17135,2,0
17137,4,1
17141,1,0
17143,8,0
17157,3,0
17161,11,0
17163,43,3
17165,1,0
17167,16,2
17177,3,0
17179,4,0
17189,1,0
09001,1870,38
09003,393,7
17195,5,1
09005,121,1
17197,228,8
09007,56,1
17199,1,0
09009,517,12
17201,15,0
17203,3,0
09011,27,1
09013,56,7
09015,11,0
50001,23,0
50003,18,0
50005,2,0
50007,152,6
50011,13,0
50015,13,0
50017,4,0
50019,7,0
50021,6,0
50023,15,0
50025,11,0
50027,18,1
01001,7,0
01003,19,0
01007,3,0
01009,5,0
01011,3,0
01013,1,0
01015,9,0
01017,36,4
01019,2,0
01021,11,0
01023,3,0
01027,2,0
01029,5,0
01033,4,0
01037,4,0
01039,2,0
42001,9,0
01041,1,0
42003,325,2
01043,8,0
42005,5,0
42007,52,1
01047,2,0
01049,4,0
42009,2,0
01051,13,0
42011,110,0
42013,6,0
01053,1,0
42015,7,0
01055,8,0
42017,319,6
01057,1,0
42019,60,2
01059,3,0
42021,2,0
01063,3,0
42023,1,0
42025,17,1
01065,1,0
42027,26,0
42029,159,1
01069,9,0
01071,8,1
42031,3,0
01073,282,0
42033,4,0
01075,1,0
01077,13,1
42037,7,0
01079,3,0
42039,4,0
42041,36,1
01081,75,2
01083,22,0
42043,45,1
42045,338,6
01085,1,0
01087,1,0
01089,100,1
42049,14,0
42051,14,0
01091,5,0
01093,10,0
42055,19,0
01095,7,0
01097,53,1
42059,9,0
01099,1,0
01101,31,1
42061,1,0
01103,20,0
42063,6,0
42067,3,0
01107,4,0
42069,78,3
01109,4,0
42071,123,3
01111,2,0
01113,1,0
42073,13,2
01115,15,0
42075,28,0
01117,88,2
42077,272,4
42079,212,4
01119,1,0
01121,7,0
42081,6,0
01123,13,1
42083,1,0
01125,29,0
42085,8,0
01127,32,0
42087,2,0
42089,236,7
01129,4,0
42091,570,6
01131,3,0
42093,10,0
01133,2,0
42095,245,5
13251,1,0
42097,1,0
42099,1,0
42101,1315,14
42103,48,1
42105,2,0
42107,38,0
42109,2,1
42111,2,0
42115,1,0
42117,2,0
42119,4,0
42121,3,0
42123,1,0
42125,33,0
42127,10,0
42129,61,0
42133,66,0
34001,31,0
34003,2909,53
34005,202,5
34007,228,3
34009,15,0
34011,18,1
34013,1900,47
34015,114,2
34017,1606,16
34019,97,0
34021,268,1
34023,1277,24
34025,1140,21
34027,841,21
34029,1022,18
34031,1294,11
34033,12,1
34035,413,14
34037,132,3
34039,1418,24
34041,76,2
26005,3,0
26009,3,0
26011,1,0
26015,2,0
26017,9,0
26021,35,1
26023,2,0
26025,17,0
26027,4,1
26029,4,0
26031,1,0
13315,1,0
26033,1,0
26035,1,0
26037,24,0
26039,1,0
26041,1,0
26045,21,0
26047,5,0
26049,185,7
26051,3,0
13319,1,0
26053,2,1
26055,7,0
26057,3,0
26059,14,1
26061,1,0
26063,3,0
26065,91,1
26067,4,0
26069,1,0
26073,6,1
26075,47,1
26077,24,1
26079,7,1
26081,108,1
26087,8,0
26089,1,0
26091,18,0
26093,80,2
26099,853,38
26101,1,0
26103,4,0
26107,3,1
26111,10,0
26113,1,1
26115,49,0
26117,5,0
26121,18,2
26123,2,0
26125,1620,75
26127,2,0
26129,4,0
26133,2,0
26135,2,0
26137,19,0
26139,31,0
26143,1,0
26145,51,0
26147,32,0
26149,4,0
26151,7,0
26155,8,0
26157,9,2
26159,7,0
26161,311,7
26163,3735,120
26165,2,0
18001,1,0
18003,37,3
18005,13,0
18011,22,0
18013,3,0
18015,2,0
18017,1,0
18019,33,0
18021,1,0
18023,1,0
18025,1,0
18029,14,1
18031,47,1
18033,1,0
18035,18,1
18037,3,0
18039,20,1
18041,9,1
18043,21,0
18045,1,0
18047,35,4
18049,1,0
18051,4,0
18053,7,0
18055,2,0
18057,127,0
18059,28,2
18061,15,0
18063,70,2
18065,2,0
18067,17,2
18069,2,0
18071,8,0
18073,8,1
18077,1,0
18079,16,1
18081,101,3
18083,2,0
18085,5,0
18087,2,0
18089,147,6
18091,8,0
18093,9,0
18095,41,4
18097,965,18
18099,4,0
18103,3,0
18105,30,0
18107,6,0
18109,32,1
18111,1,0
18113,2,0
18115,1,0
18117,3,0
18119,11,0
18127,21,0
18129,4,0
18133,7,1
18135,3,0
18137,31,1
18139,4,0
18141,51,3
18143,1,1
18145,15,0
18149,1,0
18151,1,0
18153,2,0
18155,3,0
18157,14,1
18159,4,0
18163,18,0
18165,1,0
18167,10,2
18169,1,0
18171,2,1
18173,8,0
18175,6,0
18177,2,0
18179,2,0
18181,2,0
18183,2,0
10001,34,2
10003,197,6
10005,88,2
51001,7,0
51003,21,0
51005,1,0
51007,2,0
51009,3,0
51013,104,2
51019,2,0
51023,5,0
51025,1,0
51029,2,0
51031,1,0
51035,1,0
51036,1,0
51041,43,0
51043,1,0
51047,3,0
51059,244,2
51061,7,0
51065,3,0
51067,5,0
51069,12,0
51073,7,0
51075,7,0
51079,1,0
51081,3,0
51083,1,0
51085,6,0
51087,62,3
51089,1,0
51093,4,0
51095,89,3
51097,1,0
51099,3,0
51101,1,0
51103,1,0
51105,2,0
51107,87,0
51109,9,0
51113,3,0
51115,2,0
51117,4,0
51121,1,0
51125,2,0
51127,1,0
51131,1,0
51133,3,0
51135,1,0
51137,2,0
51139,1,0
51143,1,0
51145,4,0
51147,2,0
51149,7,0
51153,94,0
51161,3,0
51163,2,0
51165,5,0
51171,7,0
02020,65,2
51173,1,0
51175,1,0
51177,7,0
51179,24,0
51181,1,0
51185,2,0
51187,3,0
51191,2,0
51197,1,0
51199,14,0
02090,35,0
02110,9,0
02122,8,0
02130,13,0
02170,3,0
35001,129,4
35005,10,0
35006,2,0
35009,3,0
35013,18,0
35015,4,1
35025,2,0
35031,16,0
35039,4,0
35041,1,0
35043,29,0
35045,32,0
35047,1,0
35049,42,0
35053,3,0
35055,11,0
35057,3,0
35061,5,0
51510,30,0
51520,1,0
51540,14,0
51550,23,0
27003,23,0
27007,4,0
27009,1,0
27011,1,0
27013,9,0
51590,4,0
27015,2,0
27017,1,0
27019,10,0
27021,1,0
27025,3,0
27027,6,0
27029,2,0
27033,2,0
27037,47,0
27039,8,0
27041,1,0
27043,2,0
51620,1,0
27045,8,0
27049,3,0
27053,204,6
51630,1,0
27059,2,0
27061,1,0
27063,1,0
51640,1,0
27067,2,0
27073,1,0
51650,13,0
27079,15,0
27081,1,0
27083,1,0
51660,6,0
27087,1,0
27091,25,2
27093,1,0
51670,4,0
27099,13,0
27103,3,0
51680,5,0
51683,8,0
27109,53,0
51685,1,0
27111,1,0
27123,56,2
51700,23,1
27129,1,0
27131,3,0
51710,27,0
27137,12,0
27139,10,0
27141,8,0
27143,1,0
27145,5,0
27147,6,0
51730,2,0
27155,2,0
27157,6,0
51735,2,0
27161,3,0
27163,39,0
51740,12,0
27165,1,0
27167,1,0
27169,10,0
27171,6,0
51750,1,0
51760,26,0
19001,1,0
51770,6,0
19005,7,1
19007,1,0
19009,1,0
19011,7,0
19013,7,0
19015,1,0
19019,2,0
19023,1,0
19027,1,0
19031,9,0
51800,4,0
19033,7,0
19041,1,0
51810,65,0
19043,1,0
19045,5,0
19047,1,0
19049,25,0
51820,2,0
19057,1,0
19059,1,0
19061,21,1
51830,8,1
19065,2,0
51840,3,0
19077,1,0
19081,3,0
19083,1,0
19085,9,0
19087,3,0
19095,4,0
19097,1,0
19099,6,0
19103,73,0
19105,4,0
19107,2,0
19109,1,0
19113,90,2
19123,2,0
19127,8,0
19133,5,0
19137,1,0
19139,16,1
19145,2,0
19153,76,0
19155,5,0
19157,5,1
19163,18,0
19165,3,0
19167,4,0
19169,2,0
19171,11,0
19173,1,0
19177,1,0
19179,1,0
19181,3,0
19183,24,1
19187,1,0
19191,3,0
11001,495,9
19193,4,0
19197,1,0
44001,19,0
44003,40,0
44005,23,0
44007,305,0
44009,29,0
36001,226,1
36003,7,0
36007,38,3
36009,6,0
36011,3,0
36013,6,0
36015,20,0
36017,19,0
36019,21,0
36021,36,1
36023,8,0
36025,16,0
36027,484,4
36029,443,8
36031,5,0
36033,9,0
