fips,cases,deaths
41001,2198,33
41003,6097,38
41005,32773,378
41007,2618,35
41009,4304,55
41011,5664,106
41013,3340,56
41015,1919,39
41017,23557,185
41019,13375,291
41021,185,4
41023,1085,15
41025,1199,33
41027,2137,37
41029,24880,360
41031,4202,66
41033,10148,244
41035,9053,146
41037,1054,16
41039,30113,355
41041,3621,52
41043,14637,179
41045,5924,87
41047,39886,506
41049,1975,25
41051,60298,839
41053,8212,100
41055,191,3
41057,2166,45
41059,15126,180
41061,3387,55
41063,757,13
41065,3161,46
41067,41981,395
41069,114,1
41071,9762,143
33001,7762,134
33003,4976,22
33005,7050,59
33007,4134,73
33009,7652,37
33011,54318,720
33013,16696,147
33015,36452,337
33017,15938,137
33019,4807,40
25001,19713,529
25003,10681,331
25005,87542,1934
25007,1929,0
25009,122302,2594
25011,4020,125
25013,70459,1700
25015,12608,325
25017,171732,3980
25019,1981,0
25021,68959,1885
25023,64683,1576
25025,113123,1941
25027,104692,2472
17001,14399,188
17003,802,13
17005,2730,34
17007,8719,96
17009,1113,18
17011,4881,110
17013,790,5
17015,2639,42
17017,2764,40
17019,29881,215
17021,5809,101
17023,2965,51
17025,2888,59
17027,7451,114
17029,8633,137
17031,677347,12051
17033,3535,47
17035,2074,39
17037,13728,146
17039,2398,37
17041,3525,44
17043,117788,1491
17045,2896,70
17047,1138,20
17049,7180,118
17051,4652,73
17053,2658,67
17055,7681,132
17057,5612,93
17059,824,10
17061,2172,53
17063,8190,94
17065,1413,26
17067,3038,45
17069,669,16
17071,811,23
17073,7304,111
17075,4636,85
17077,8390,106
17079,1729,23
17081,6957,148
17083,3716,74
17085,2581,32
17087,2457,38
17089,73556,953
17091,19495,272
17093,18282,128
17095,7895,208
17097,86885,1182
17099,16093,349
17101,3492,45
17103,5101,104
17105,6325,117
17107,5255,90
17109,4060,78
17111,39086,370
17113,25233,265
17115,16601,271
17117,7564,145
17119,42614,691
17121,7489,157
17123,1540,25
17125,2276,54
17127,2317,57
17129,1912,18
17131,2302,37
17133,5579,105
17135,5349,90
17137,5520,123
17139,2617,41
17141,8531,103
17143,28981,422
17145,4536,87
17147,2321,20
17149,2874,61
17151,588,6
17153,1088,12
17155,638,6
17157,5736,109
17159,3131,70
17161,20690,420
17163,42537,662
17165,4533,88
17167,27406,337
17169,1169,24
17171,752,7
17173,3856,56
17175,890,29
17177,7135,123
17179,22332,385
17181,3274,54
17183,16226,228
17185,2241,22
17187,2607,72
17189,2240,36
17191,3257,66
17193,2889,43
09001,116232,2325
17195,9175,231
09003,103069,2625
17197,99357,1239
09005,18524,339
17199,12729,197
09007,15746,401
09009,110214,2272
17201,47028,614
09011,29782,507
17203,6373,105
09013,12030,204
09015,14667,229
50001,1849,9
50003,4141,33
50005,2518,21
50007,13085,131
50009,748,2
50011,4091,53
50013,429,2
50015,1673,9
50017,1741,7
50019,3438,25
50021,5459,31
50023,4301,28
50025,2822,26
50027,3677,33
01001,10526,157
01003,38104,589
01005,3699,80
01007,4345,94
01009,10729,192
01011,1527,45
01013,3439,100
01015,22598,518
01017,5810,145
01019,3183,63
01021,7042,170
01023,932,28
01025,4849,86
01027,2511,70
01029,2545,60
01031,9425,194
01033,9342,208
01035,1931,62
01037,1855,47
01039,6943,195
01041,2607,77
42001,14695,246
01043,16067,303
42003,150179,2490
01045,9024,192
42005,10405,228
01047,5295,209
42007,25860,521
01049,12985,269
42009,7730,191
01051,15912,294
42011,64559,1209
01053,6957,143
42013,20647,430
01055,20026,518
42015,9237,137
01057,3303,85
42017,78969,1481
01059,6342,108
42019,28920,548
01061,4643,136
42021,22627,563
01063,1302,45
42023,592,13
01065,3184,89
42025,10022,213
01067,3207,66
42027,22800,258
01069,17741,425
42029,55423,905
01071,10170,195
42031,5913,147
01073,116186,2006
42033,12745,228
01075,2519,53
