fips,cases,deaths
41001,589,5
41003,1899,14
41005,12469,154
41007,732,5
41009,1116,19
41011,1086,16
41013,689,15
41015,330,5
41017,5403,45
41019,1850,48
41021,53,1
41023,217,1
41025,195,6
41027,1012,24
41029,7456,100
41031,1774,25
41033,1954,36
41035,2634,52
41037,268,6
41039,9091,113
41041,1066,18
41043,3305,50
41045,3259,56
41047,17181,259
41049,986,11
41051,29920,480
41053,2684,41
41055,49,0
41057,378,2
41059,7150,74
41061,1173,18
41063,100,3
41065,1159,23
41067,19769,191
41069,22,1
41071,3399,55
33001,2811,87
33003,1486,6
33005,2248,20
33007,1151,25
33009,1950,14
33011,25599,546
33013,6656,95
33015,16022,183
33017,5641,61
33019,1109,16
25001,8703,342
25003,4501,216
25005,50261,1341
25007,775,0
25009,77363,1969
25011,1780,97
25013,37186,1204
25015,5654,234
25017,101919,3126
25019,1082,2
25021,40400,1479
25023,35999,1162
25025,71597,1563
25027,59449,1834
17001,7722,136
17003,415,8
17005,1808,27
17007,5719,81
17009,641,12
17011,3118,85
17013,453,5
17015,1502,33
17017,1832,32
17019,16369,109
17021,3119,80
17023,1590,36
17025,1374,41
17027,5318,91
17029,4896,88
17031,453634,9374
17033,1893,37
17035,1128,27
17037,7942,105
17039,1208,29
17041,2120,35
17043,72454,1191
17045,1508,53
17047,491,9
17049,4391,75
17051,3012,54
17053,1436,51
17055,3992,73
17057,2691,51
17059,410,4
17061,1313,43
17063,4673,55
17065,751,17
17067,1591,37
17069,318,10
17071,476,17
17073,4179,81
17075,2672,59
17077,4400,70
17079,1077,16
17081,3715,108
17083,2356,63
17085,1551,25
17087,1298,15
17089,48243,729
17091,11878,189
17093,10382,85
17095,4792,150
17097,55958,941
17099,10088,255
17101,2223,31
17103,3214,78
17105,3932,74
17107,3218,63
17109,2231,51
17111,22765,268
17113,13873,178
17115,9117,183
17117,4136,100
17119,26173,499
17121,4178,113
17123,748,15
17125,1222,41
17127,1123,33
17129,961,10
17131,1209,31
17133,3812,73
17135,3257,61
17137,3409,94
17139,1433,28
17141,4800,75
17143,15821,256
17145,2879,64
17147,1230,19
17149,1637,50
17151,264,3
17153,646,3
17155,375,3
17157,3861,79
17159,1601,46
17161,12426,312
17163,25947,469
17165,2138,58
17167,15262,251
17169,659,17
17171,422,1
17173,2048,36
17175,504,21
17177,3750,82
17179,12662,258
17181,2103,34
17183,8025,120
17185,1247,15
17187,1624,46
17189,1523,26
17191,1577,44
17193,1482,33
09001,72026,1932
17195,5636,178
09003,63211,2107
17197,61289,908
09005,9883,254
17199,6522,123
09007,9202,319
09009,63085,1786
17201,27231,429
09011,16753,364
17203,3447,70
09013,6841,135
09015,8200,142
