fips,cases,deaths
41001,917,14
41003,2907,19
41005,16398,210
41007,949,8
41009,1643,26
41011,2028,32
41013,988,20
41015,634,9
41017,8029,73
41019,3144,69
41021,57,1
41023,492,4
41025,327,8
41027,1158,30
41029,10476,130
41031,2130,32
41033,3226,67
41035,4007,59
41037,435,7
41039,12342,144
41041,1346,20
41043,4520,65
41045,3458,60
41047,21198,300
41049,1092,15
41051,36746,586
41053,3595,52
41055,57,1
41057,622,3
41059,8080,84
41061,1432,24
41063,172,5
41065,1353,28
41067,24577,231
41069,26,1
41071,4277,75
33001,3907,98
33003,2323,9
33005,3521,33
33007,1881,41
33009,3754,26
33011,34768,623
33013,9219,113
33015,23350,249
33017,9401,81
33019,1655,25
25001,13522,461
25003,6295,282
25005,64749,1700
25007,1272,0
25009,95471,2349
25011,2462,113
25013,50613,1495
25015,8950,290
25017,132248,3720
25019,1491,0
25021,53702,1772
25023,47796,1410
25025,90871,1817
25027,75303,2189
17001,8322,148
17003,464,11
17005,2016,30
17007,6568,83
17009,695,12
17011,3624,95
17013,515,5
17015,1730,37
17017,1970,33
17019,20272,151
17021,3596,91
17023,1777,40
17025,1479,48
17027,5732,99
17029,5631,96
17031,534462,10507
17033,2103,42
17035,1288,31
17037,9885,124
17039,1436,31
17041,2565,41
17043,88752,1348
17045,1679,59
17047,566,13
17049,4697,83
17051,3150,58
17053,1735,54
17055,4378,82
17057,3781,58
17059,457,5
17061,1431,46
17063,5752,75
17065,825,18
17067,1739,41
17069,382,12
17071,522,23
17073,4859,92
17075,2945,66
17077,4934,74
17079,1148,19
17081,4214,120
17083,2674,68
17085,1792,27
17087,1412,20
17089,57181,814
17091,13845,212
17093,13181,100
17095,5448,169
17097,65949,1043
17099,12175,292
17101,2399,34
17103,4079,91
17105,4720,96
17107,3774,70
17109,2732,57
17111,27928,309
17113,17645,209
17115,10494,203
17117,4643,110
17119,30146,589
17121,4434,121
17123,1021,20
17125,1466,43
17127,1326,43
17129,1206,16
17131,1414,33
17133,4340,91
17135,3682,79
17137,3891,101
17139,1591,34
17141,5969,87
17143,22534,318
17145,3139,68
17147,1447,20
17149,1780,54
17151,312,4
17153,683,7
17155,464,4
17157,4115,90
17159,1728,49
17161,14602,348
17163,30310,553
17165,2547,69
17167,18303,273
17169,727,17
17171,476,1
17173,2271,40
17175,627,23
17177,4626,100
17179,16540,306
17181,2239,44
17183,9267,148
17185,1342,15
17187,1771,49
