fips,cases,deaths
41001,283,3
41003,800,7
41005,6395,82
41007,361,0
41009,520,3
41011,430,3
41013,233,6
41015,137,2
41017,2422,15
41019,961,18
41021,23,0
41023,134,1
41025,100,1
41027,402,1
41029,3879,31
41031,843,11
41033,557,4
41035,873,4
41037,133,1
41039,4368,43
41041,625,15
41043,1440,23
41045,2409,44
41047,9370,142
41049,659,7
41051,17576,241
41053,1275,16
41055,23,0
41057,133,0
41059,4384,49
41061,788,6
41063,71,3
41065,532,19
41067,10556,102
41069,3,0
41071,1756,16
33001,718,13
33003,385,2
33005,559,3
33007,319,7
33009,543,2
33011,9335,333
33013,1862,35
33015,5038,110
33017,1611,15
33019,231,5
25001,3047,192
25003,1602,63
25005,19804,856
25007,273,0
25009,34835,1455
25011,645,76
25013,16143,911
25015,2322,163
25017,46230,2425
25019,300,2
25021,16120,1182
25023,14686,893
25025,36959,1248
25027,24752,1276
17001,4815,48
17003,261,2
17005,1050,10
17007,3962,33
17009,322,4
17011,2145,43
17013,251,0
17015,1073,24
17017,966,23
17019,10906,58
17021,1903,44
17023,805,20
17025,844,20
17027,3337,61
17029,3327,59
17031,306369,6669
17033,1122,13
17035,621,16
17037,5101,48
17039,628,18
17041,1369,16
17043,45446,790
17045,820,16
17047,227,3
17049,2801,21
17051,1722,31
17053,760,22
17055,2077,25
17057,1485,12
17059,193,3
17061,829,31
17063,2813,18
17065,387,3
17067,964,12
17069,156,1
17071,290,1
17073,2728,15
17075,1719,26
17077,2711,36
17079,652,12
17081,1908,59
17083,1298,24
17085,1083,17
17087,724,6
17089,31955,469
17091,8689,106
17093,6318,47
17095,2840,66
17097,37596,634
17099,6161,136
17101,1082,11
17103,2019,35
17105,2268,28
17107,1736,13
17109,1607,42
17111,14350,156
17113,8603,54
17115,6602,132
17117,2276,18
17119,14607,259
17121,2523,51
17123,414,6
17125,733,22
17127,603,3
17129,473,1
17131,766,10
17133,2087,46
17135,1159,18
17137,2254,48
17139,908,10
17141,2881,38
17143,9273,134
17145,1112,23
17147,791,5
17149,1021,27
17151,101,1
17153,426,2
17155,246,0
17157,2276,26
17159,801,19
17161,8685,148
17163,14980,259
17165,1123,25
17167,10253,101
17169,278,1
17171,233,0
17173,1388,26
17175,269,3
17177,2489,35
17179,6947,106
17181,1195,28
17183,3974,51
17185,580,8
17187,1101,20
17189,712,2
17191,911,33
17193,619,8
09001,38305,1507
17195,3924,117
09003,28895,1604
17197,39020,565
09005,4503,166
17199,3659,83
09007,3717,206
09009,29455,1256
17201,19150,262
09011,6051,175
17203,1808,27
09013,3054,76
09015,2613,28
50001,172,2
50003,213,1
50005,125,1
50007,1489,39
50009,41,0
50011,245,8
50013,38,0
50015,161,1
50017,211,0
50019,142,2
50021,247,6
50023,650,2
50025,225,5
50027,205,2
01001,2780,42
01003,8890,98
