fips,cases,deaths
41001,3,0
41003,55,5
41005,312,11
41007,45,0
41009,16,0
41011,31,0
41013,6,0
41015,7,0
41017,125,0
41019,27,0
41023,1,0
41025,1,0
41027,18,0
41029,66,0
41031,33,0
41033,27,1
41035,44,0
41037,2,0
41039,73,3
41041,12,0
41043,116,9
41045,33,0
41047,960,25
41049,12,0
41051,1165,59
41053,98,12
41055,1,0
41057,6,0
41059,116,3
41061,6,0
41063,2,0
41065,24,1
41067,739,17
41071,70,7
33001,60,0
33003,47,0
33005,57,2
33007,5,0
33009,76,1
33011,2464,139
33013,342,14
33015,1306,75
33017,269,13
33019,19,1
21237,1,0
25001,1312,116
25003,544,40
25005,7159,415
25007,27,2
25009,14225,925
25011,319,47
25013,6035,580
25015,855,89
25017,21287,1615
25019,13,0
25021,8079,821
25023,7859,552
25025,17936,871
25027,11018,767
13125,1,0
17001,45,1
17003,8,0
17005,12,1
17007,452,17
17009,11,0
17011,15,1
17013,1,0
17015,16,2
17017,73,0
17019,640,7
17021,35,5
17023,11,0
17025,3,0
17027,186,17
17029,127,15
17031,77925,3642
17033,11,0
17035,10,0
17037,428,4
17039,4,0
17041,28,0
17043,7717,373
17045,1,0
17047,2,0
17049,7,1
17051,21,3
17053,20,1
17055,12,0
17057,11,1
17059,2,0
17061,5,0
17063,98,2
17065,3,0
17067,17,0
17069,1,0
17071,8,0
17073,69,0
17075,132,4
17077,286,10
17079,48,8
17081,101,17
17083,24,1
17085,32,1
17087,8,0
17089,6408,178
17091,1157,55
17093,798,22
17095,100,0
17097,8373,291
17099,153,13
17101,4,0
17103,81,1
17105,34,2
17107,11,0
17109,88,11
17111,1566,73
17113,220,13
17115,195,19
17117,45,2
17119,582,60
17121,50,0
17123,5,0
17125,18,0
17127,7,0
17129,21,0
17131,17,0
17133,95,12
17135,39,0
17137,36,1
17139,11,0
17141,211,3
17143,234,9
17145,42,0
17147,12,0
17149,1,0
17151,1,0
17153,56,0
17155,2,0
17157,270,4
17159,3,0
17161,698,27
17163,1230,96
17165,7,0
17167,354,31
17169,13,0
17173,16,1
17175,3,0
17177,206,2
17179,74,5
17181,155,11
17183,40,1
17185,2,0
17187,117,0
17189,18,0
17191,11,1
17193,2,0
09001,15549,1277
17195,143,13
09003,10296,1250
17197,5566,276
09005,1397,133
17199,67,2
09007,1104,152
09009,11323,972
17201,2251,59
09011,1078,89
17203,21,2
09013,836,57
09015,384,14
50001,64,2
50003,63,1
50005,15,0
50007,451,39
50009,3,0
50011,99,5
50013,7,0
50015,29,1
50017,9,0
50019,10,0
50021,55,1
50023,39,1
50025,81,3
50027,51,2
05081,6,0
01001,221,4
01003,290,9
01005,167,1
01007,75,1
01009,62,1
01011,209,5
01013,411,18
01015,160,3
01017,355,25
01019,37,3
01021,101,1
01023,153,8
01025,144,2
01027,27,2
01029,15,1
01031,236,1
01033,184,2
01035,41,1
01037,40,1
01039,80,1
01041,76,3
42001,251,8
01043,143,0
42003,1911,163
01045,115,0
42005,62,5
01047,272,3
42007,590,83
01049,248,3
42009,39,2
01051,354,8
42011,4061,317
01053,63,3
42013,50,1
01055,257,11
42015,46,5
01057,16,0
42017,5082,503
01059,556,7
42019,230,12
01061,43,0
42021,57,2
01063,94,4
42023,2,0
01065,173,9
42025,235,24
01067,80,2
42027,153,7
01069,220,4
42029,2769,281
01071,78,2
42031,29,2
01073,1837,102
42033,39,0
01075,26,0
42035,56,3
01077,164,2
42037,348,33
01079,50,0
42039,30,0
01081,548,33
42041,629,50
01083,106,0
42043,1277,73
01085,246,12
42045,6510,558
01087,82,4
42047,6,1
01089,339,4
42049,279,4
01091,170,6
42051,95,4
01093,122,11
42053,7,0
01095,693,9
42055,774,35
01097,2239,116
42057,15,1
01099,40,2
42059,27,1
01101,1710,40
42061,230,2
01103,280,1
42063,91,6
01105,39,0
42065,9,0
01107,116,4
42067,95,4
01109,203,0
42069,1547,170
01111,127,7
42071,3161,297
01113,171,0
42073,80,8
01115,123,1
42075,969,33
01117,517,20
42077,3765,228
01119,224,7
42079,2736,149
01121,113,5
42081,164,17
01123,427,65
42083,12,1
01125,783,15
42085,107,5
01127,354,2
42087,59,1
01129,70,6
42089,1319,101
01131,148,7
42091,7061,684
01133,90,1
42093,52,1
42095,3083,210
42097,192,3
42099,59,3
42101,22629,1316
42103,477,22
42105,4,0
42107,631,34
42109,45,2
42111,38,1
42113,3,0
42115,109,15
42117,17,2
42119,61,1
42121,9,0
42123,3,1
42125,139,5
42127,119,8
42129,449,38
42131,34,7
42133,1007,26
13265,1,0
34001,2214,159
34003,18272,1579
34005,4627,291
34007,6510,338
34009,617,49
34011,2298,73
34013,17629,1664
34015,2234,147
34017,18419,1183
34019,993,60
34021,6933,472
34023,15921,994
34025,8219,597
34027,6463,615
34029,8748,739
34031,16170,928
34033,634,38
34035,4583,419
34037,1110,149
34039,15821,1073
34041,1162,131
26001,15,1
54015,4,0
26005,218,7
26007,95,9
26009,12,0
26011,34,1
26013,1,0
26015,63,2
26017,310,23
26019,5,0
26021,626,49
26023,914,25
26025,371,22
26027,83,3
26029,15,1
26031,21,1
26033,4,0
26035,19,2
26037,142,11
26039,58,5
26041,17,2
26043,5,2
26045,190,6
26047,21,2
26049,2013,252
26051,18,1
26053,5,1
26055,27,5
26057,80,10
26059,170,24
26061,6,0
26063,48,1
26065,738,26
26067,152,4
26069,94,9
26073,77,7
26075,1806,49
26077,844,55
26079,19,2
26081,3720,85
26085,7,0
26087,479,37
26089,11,0
26091,880,8
26093,403,27
26095,4,0
26097,8,0
26099,6848,815
26101,20,0
26103,56,11
26105,32,0
26107,21,2
26109,8,0
26111,82,8
26113,16,1
26115,474,19
26117,68,1
26119,5,0
26121,643,36
26123,105,0
26125,8396,988
26127,85,2
26129,21,1
26133,11,0
26135,6,1
26137,102,10
26139,774,34
26141,12,0
26143,21,0
26145,1039,108
26147,449,41
26149,119,2
26151,41,5
26153,4,0
26155,249,26
26157,189,23
26159,144,6
26161,1720,107
26163,20438,2463
26165,11,3
18001,17,1
18003,1626,77
18005,516,38
18007,30,0
18009,26,2
18011,333,38
18013,33,1
18015,93,3
18017,1591,8
18019,511,48
18021,51,1
18023,233,2
18025,25,1
18027,90,18
18029,169,22
18031,237,34
18033,38,2
18035,386,38
18037,199,3
18039,1328,30
18041,114,7
18043,320,41
18045,21,2
18047,116,9
18049,49,1
18051,17,2
18053,269,24
18055,173,27
18057,1173,99
18059,342,29
18061,196,24
18063,1190,85
18065,186,11
18067,412,30
18069,28,2
18071,393,2
18073,68,1
18075,54,0
18077,46,1
18079,132,6
18081,1133,115
18083,30,0
18085,137,2
18087,82,2
18089,3650,204
18091,434,23
18093,164,25
18095,595,68
18097,9958,617
18099,108,2
18101,11,0
18103,143,1
18105,167,12
18107,243,18
18109,287,26
18111,79,11
18113,234,22
18115,13,0
18117,130,24
18119,35,1
18121,23,0
18123,44,1
18125,6,0
18127,548,30
18129,17,0
18131,46,0
18133,142,7
18135,70,3
18137,113,6
18139,62,2
18141,1283,39
18143,121,3
18145,541,30
18147,23,1
18149,40,3
18151,83,2
18153,36,1
18155,21,0
18157,404,3
18159,26,2
18161,22,0
18163,277,3
18165,11,0
18167,170,9
18169,78,2
18171,13,1
18173,167,29
18175,52,1
18177,232,6
18179,32,0
18181,235,8
18183,42,3
10001,1436,63
10003,3758,170
10005,4253,133
51001,909,12
51003,187,8
51005,20,2
51007,25,1
51009,27,0
51011,31,0
51013,2116,115
51015,109,1
51019,57,2
51023,32,4
51025,25,1
51027,19,0
51029,459,3
51031,18,1
51033,67,2
51035,96,1
51036,27,1
51037,23,0
51041,1548,36
51043,27,0
51045,5,0
51047,691,6
51049,37,0
51053,80,0
51057,48,0
51059,11110,383
51061,315,6
51063,6,0
51065,92,6
51067,36,2
51069,349,4
51071,8,0
51073,31,1
51075,99,6
51077,38,0
51079,34,1
51081,73,7
51083,30,0
51085,326,24
51087,1820,133
51089,113,3
51091,3,0
51093,128,3
51095,205,16
51097,13,1
51099,68,4
51101,30,1
51103,10,0
51105,10,0
51107,2575,63
51109,79,1
51111,13,0
51113,41,1
51115,5,0
51117,217,21
51119,15,0
51121,77,1
51125,17,0
51127,36,2
51131,237,23
51133,25,1
51135,29,0
51137,102,1
51139,220,21
51141,19,0
51143,44,1
51145,35,0
51147,134,2
51149,126,0
51153,5533,104
51155,19,0
51157,13,0
51159,278,4
51161,105,7
51163,18,0
51165,518,6
51167,8,0
51169,8,2
51171,448,21
02020,232,4
51173,15,0
51175,147,2
51177,556,7
51179,713,4
51181,10,1
51183,154,2
51185,9,0
51187,157,2
51191,51,4
51193,65,1
51195,25,2
51197,23,1
51199,74,3
02050,3,0
02070,1,0
46003,26,0
46005,261,5
02090,85,2
46009,8,0
02110,33,0
46011,16,0
02122,48,1
46013,273,1
02130,16,0
46017,17,0
02150,1,0
02170,29,1
46023,17,0
02180,3,0
02185,1,0
02188,2,0
02195,3,0
02198,2,0
46027,15,0
46029,37,0
46031,4,0
02220,2,0
35001,1476,71
35003,2,1
35005,47,2
35006,145,5
35007,5,0
02240,3,0
35009,52,0
35013,477,3
35015,22,1
46037,13,0
35017,16,0
35019,20,0
35021,1,0
35023,1,0
35025,26,0
46039,1,0
35027,3,0
35028,6,0
35029,8,1
02261,2,0
35031,2415,110
35035,215,2
35037,5,1
35039,47,1
35041,40,0
35043,568,27
35045,1733,121
46043,3,0
35047,15,0
35049,142,3
35051,1,0
35053,50,4
35055,25,0
46045,1,0
35057,50,1
02290,1,0
35059,4,0
35061,75,2
46047,4,0
46049,1,0
46051,13,0
46053,1,0
46057,4,0
51510,1974,44
46059,2,0
51520,4,0
51530,13,0
51540,116,3
46065,19,0
51550,521,15
46067,5,0
46069,1,0
51570,95,17
46071,4,0
27001,8,0
27003,1399,70
51580,4,0
27005,40,0
46073,35,1
27007,15,0
27009,177,3
27011,5,0
