fips,cases,deaths
41001,3204,46
41003,15080,66
41005,59937,581
41007,4592,46
41009,7549,92
41011,10637,149
41013,6036,77
41015,3340,52
41017,45868,266
41019,19723,380
41021,283,5
41023,1669,20
41025,1601,37
41027,3546,42
41029,42603,511
41031,7212,88
41033,16311,322
41035,14092,209
41037,1403,26
41039,57201,501
41041,6995,81
41043,26379,255
41045,8202,108
41047,68772,697
41049,2950,33
41051,113064,1135
41053,15243,127
41055,318,5
41057,3642,60
41059,22320,208
41061,5016,76
41063,1251,16
41065,5117,60
41067,85037,553
41069,243,3
41071,17717,211
33001,13478,173
33003,9247,56
33005,14699,110
33007,6874,110
33009,17428,64
33011,96905,894
33013,32003,224
33015,66525,524
33017,28994,204
33019,9207,68
25001,34895,683
25003,23091,410
25005,149614,2488
25007,3438,0
25009,204505,3163
25011,10534,170
25013,132602,2077
25015,27609,413
25017,324707,4726
25019,3379,0
25021,131160,2242
25023,115240,2001
25025,210177,2309
25027,191634,3048
17001,22284,238
17003,1277,15
17005,4314,37
17007,13782,128
17009,2407,21
17011,8336,140
17013,1521,8
17015,4243,49
17017,4604,44
17019,62370,295
17021,10177,129
17023,4849,60
17025,4735,73
17027,11947,122
17029,15245,172
17031,1127765,14811
17033,6188,61
17035,3342,49
17037,23285,199
17039,4313,44
17041,6449,61
17043,209488,1784
17045,5159,79
17047,1763,29
17049,10639,146
17051,7083,104
17053,4393,73
17055,12268,177
17057,10041,135
17059,1406,18
17061,3592,58
17063,12614,140
17065,2173,34
17067,4373,58
17069,1053,20
17071,1150,27
17073,12636,147
17075,7159,116
17077,15512,130
17079,2674,31
17081,11092,176
17083,6203,90
17085,4024,39
17087,4464,47
17089,125848,1173
17091,28767,373
17093,30877,170
17095,12514,245
17097,149161,1441
17099,28853,436
17101,5482,51
17103,8759,118
17105,10688,149
17107,9465,99
17109,7174,102
17111,75749,506
17113,49535,325
17115,30392,351
17117,12747,170
17119,70219,860
17121,11883,215
17123,2762,33
17125,3889,61
17127,3868,70
17129,3495,24
17131,4000,47
17133,9465,131
17135,9769,111
17137,9452,144
17139,4060,52
17141,13929,136
17143,46386,555
17145,7451,107
17147,4392,29
17149,5018,68
17151,954,8
17153,1721,19
17155,1134,10
17157,10439,130
17159,5156,83
17161,33050,517
17163,69252,769
17165,7852,109
17167,54761,426
17169,1951,29
17171,1254,11
17173,6192,78
17175,1511,32
17177,11464,175
17179,36555,495
17181,5367,68
17183,27856,311
17185,3730,30
17187,3993,86
17189,3426,41
17191,5286,84
17193,4405,58
09001,202152,2693
17195,15322,267
09003,176654,3120
17197,161641,1592
09005,31625,454
17199,22530,260
09007,27963,479
09009,194892,2806
17201,76321,845
09011,54580,653
17203,10349,124
09013,20439,270
09015,25602,300
50001,5465,15
50003,9424,66
50005,5643,24
50007,30887,164
50009,1275,3
50011,9487,66
50013,1021,5
50015,3831,17
50017,4894,14
50019,6215,37
50021,12428,72
50023,9708,47
50025,6630,35
50027,8721,50
01001,15655,211
01003,55414,675
01005,5656,97
01007,6418,101
01009,14900,236
01011,2303,52
01013,5051,128
01015,32353,617
01017,8468,161
01019,5112,85
01021,11044,201
01023,2046,36
01025,7101,99
01027,4089,81
01029,3558,69
01031,13556,231
01033,16288,255
01035,2855,71
01037,2953,58
01039,9302,228
01041,3797,98
42001,24688,358
01043,24498,364
42003,263142,3286
01045,12860,227
42005,15231,340
01047,8384,242
42007,40078,732
01049,18737,326
42009,10963,275
01051,23039,342
42011,102117,1589
01053,9990,169
42013,29603,607
01055,28773,640
42015,15069,200
01057,4975,96
42017,122884,1875
01059,9854,137
42019,44364,727
01061,6458,163
42021,34529,722
01063,1868,48
42023,814,20
01065,4708,105
42025,15851,290
01067,4571,75
42027,35087,346
01069,25646,498
42029,91485,1139
01071,15021,236
42031,8220,203
01073,184411,2335
42033,19256,341
01075,3723,63
42035,9028,124
01077,24070,388
42037,15022,243
01079,7650,154
42039,19742,314
01081,37625,332
42041,50834,888
01083,24858,290
42043,58999,957
01085,2609,75
42045,109714,1862
01087,3857,83
42047,7125,99
01089,89048,945
42049,56975,750
01091,5176,108
42051,30989,664
01093,8114,151
42053,2239,35
01095,27336,389
42055,40267,687
01097,113100,1624
42057,4120,65
01099,5267,80
42059,8444,104
01101,54694,926
42061,11484,243
01103,35988,507
42063,17384,352
01105,2091,44
42065,8986,228
01107,5251,101
42067,4763,175
01109,7463,133
42069,43335,755
01111,5078,74
42071,120748,1876
01113,10039,87
42073,18921,412
01115,25231,412
42075,36505,511
01117,60519,443
42077,89251,1232
01119,2574,50
42079,73366,1340
01121,22285,372
42081,28377,510
01123,11375,232
42083,8167,138
01125,55838,762
42085,23282,496
01127,18592,438
42087,12254,276
01129,3730,59
42089,36898,517
01131,2876,46
42091,152001,2303
01133,7570,129
42093,4507,93
42095,79364,1082
42097,22782,529
42099,8817,183
42101,307948,5065
42103,10090,95
42105,3171,91
42107,34382,672
42109,8095,155
42111,18684,401
42113,1048,36
42115,7758,107
42117,7991,192
42119,11677,153
42121,11232,236
42123,7322,210
42125,50735,649
42127,10101,169
42129,79566,1362
42131,5066,104
42133,118416,1485
34001,68290,989
34003,222958,3421
34005,101903,1193
34007,125281,1785
34009,21800,297
34011,39382,594
34013,211952,3593
34015,69586,954
34017,171028,2716
34019,24540,270
34021,75869,1255
34023,192384,2859
34025,163417,2161
34027,118321,1527
34029,161563,2917
34031,144347,2326
34033,14296,246
34035,67491,967
34037,33779,472
34039,144488,2354
34041,23815,341
26001,1727,71
26003,1866,13
26005,27022,342
26007,5587,136
26009,4306,64
26011,3196,67
26013,2208,54
26015,14289,166
26017,26975,577
26019,3422,65
26021,34611,548
26023,12149,205
26025,34063,573
26027,11086,141
26029,4906,60
26031,4583,102
26033,11594,119
26035,6735,156
26037,21160,209
26039,2554,30
26041,9920,155
26043,7362,108
26045,26724,393
26047,6365,86
26049,101031,1704
26051,5559,113
26053,3250,69
26055,17176,228
26057,13658,183
26059,10327,204
26061,7795,90
26063,8002,147
26065,63827,755
26067,19503,181
26069,4798,139
26071,2646,87
26073,15511,207
26075,44509,579
26077,58955,668
26079,3523,60
26081,166195,1513
26083,511,13
26085,1839,37
26087,20766,426
26089,3570,53
26091,25892,325
26093,45965,443
26095,2282,12
26097,2392,30
26099,229120,3930
26101,4457,88
26103,15790,127
26105,6724,91
26107,8632,108
26109,5624,70
26111,19010,223
26113,2903,59
26115,37893,467
26117,17124,214
26119,1717,47
26121,41658,642
26123,11461,155
26125,285472,3801
26127,6326,89
26129,4304,105
26131,981,38
26133,4987,80
26135,1432,55
26137,5626,99
26139,74601,783
26141,2063,57
26143,4611,113
26145,50270,942
26147,40514,825
26149,13651,205
26151,8658,189
26153,1749,17
26155,17747,230
26157,13197,275
26159,16973,266
26161,75357,513
26163,398368,7875
54047,5594,71
26165,7056,106
18001,7331,112
18003,103712,1173
18005,21330,249
18007,2475,21
18009,3123,69
18011,15189,181
18013,2586,62
18015,4222,67
18017,11654,163
18019,31060,395
18021,6826,87
18023,9188,124
18025,2548,38
18027,7469,151
18029,13431,139
18031,7061,145
18033,11342,149
18035,24805,440
18037,12857,165
18039,54150,728
18041,6871,146
18043,18913,297
18045,5404,101
18047,4400,65
18049,4914,102
18051,11631,145
18053,17684,346
18055,7205,139
18057,81765,656
18059,20660,258
18061,10806,138
18063,40758,552
18065,12979,229
18067,25399,445
18069,11493,155
18071,12513,130
18073,9015,147
18075,4851,78
18077,9350,154
18079,6946,108
18081,42309,610
18083,10741,153
18085,19738,236
18087,5849,102
18089,106154,1813
18091,25421,365
18093,11840,258
18095,32665,647
18097,224957,2966
18099,12328,195
18101,2164,25
18103,9261,159
18105,27629,279
18107,10665,164
18109,16468,286
18111,2561,68
18113,13064,156
18115,1444,19
18117,5035,96
18119,5835,118
18121,3608,49
18123,4665,68
18125,3728,49
18127,37589,558
18129,6528,58
18131,3070,86
18133,9323,127
18135,5935,147
18137,8283,138
18139,4907,59
18141,70553,863
18143,7864,106
18145,14677,181
18147,5221,60
18149,4746,96
18151,9623,120
18153,5276,76
18155,2310,20
18157,49917,392
18159,3528,87
18161,2046,21
18163,57248,621
18165,4069,74
18167,28832,410
18169,8718,154
18171,2089,30
18173,20248,237
18175,5990,81
18177,19198,334
18179,6523,132
18181,6853,94
18183,9649,83
10001,50196,634
10003,147004,1383
10005,61527,829
51001,6936,105
51003,16423,152
51005,3572,94
51007,2611,61
51009,7191,86
51011,3760,52
51013,41279,321
51015,18950,211
51017,892,20
51019,16949,231
51021,1757,21
51023,7451,95
51025,3195,45
51027,4877,114
51029,3855,56
51031,11859,205
51033,6819,81
51035,6638,145
51036,1153,27
51037,2459,46
51041,72454,750
51043,2607,41
51045,1115,18
51047,11593,148
51049,1282,26
51051,3325,47
51053,5304,86
51057,2256,32
51059,175885,1432
51061,13015,141
51063,2554,47
51065,4958,43
51067,10752,189
51069,20550,242
51071,4046,46
51073,7292,102
51075,3913,50
51077,4036,79
51079,4029,61
51081,3315,39
51083,7010,153
51085,21653,277
51087,64166,904
51089,11621,260
51091,365,7
51093,7265,111
51095,14790,118
51097,1123,12
51099,4992,38
51101,3681,38
51103,1793,31
51105,6211,92
51107,67806,373
51109,6601,80
51111,2356,35
51113,2277,38
51115,1428,28
51117,6042,116
51119,1814,46
51121,18588,147
51125,2707,33
51127,4606,32
51131,2150,61
51133,2162,44
51135,4069,87
51137,6866,85
51139,5578,119
51141,3601,92
51143,13891,194
51145,5077,57
51147,4882,69
51149,8428,73
51153,94679,730
51155,7220,135
51157,944,9
51159,2638,27
51161,21174,272
51163,3260,77
02013,1050,3
51165,14423,227
51167,6815,109
02016,1676,1
51169,5711,107
51171,10793,221
02020,101931,507
51173,8732,168
51175,3331,89
51177,26660,286
51179,30103,170
51181,1086,19
51183,2422,40
51185,10182,164
51187,8470,149
51191,13699,212
51193,3244,50
51195,10238,194
51197,7470,142
51199,9765,105
02050,9956,41
02068,399,1
02070,1762,11
46003,767,17
46005,4584,58
02090,27176,136
46007,787,14
02100,599,1
46009,2291,38
02110,8162,19
46011,8093,51
02122,17501,100
46013,10277,121
02130,3900,17
46015,1410,20
46017,619,18
02150,4913,12
02158,3999,12
46019,2742,44
46021,266,7
02170,34159,231
46023,2926,35
02180,5934,5
02185,4373,11
02188,4523,13
46025,794,9
02195,696,3
02198,1413,8
46027,3487,21
46029,8403,99
46031,1066,17
02220,2313,5
46033,2027,24
02230,142,0
35001,146564,1768
35003,414,13
35005,21697,312
35006,7810,180
35007,2689,65
02240,2001,20
35009,12555,185
46035,5874,78
35011,572,5
35013,63117,736
35015,16999,271
46037,1274,35
35017,6642,83
35019,1476,17
35021,83,4
35023,1087,14
35025,20121,325
46039,1035,12
35027,5218,65
35028,2715,15
02261,2877,17
35029,6688,124
35031,25765,583
35033,759,17
35035,15491,181
46041,3139,42
35037,1993,50
35039,9751,131
35041,4989,92
02275,497,1
35043,33415,407
35045,40660,741
46043,682,16
35047,5817,55
35049,28511,263
35051,2028,70
35053,3787,86
35055,5311,89
46045,939,16
35057,3120,53
02290,1409,10
35059,1001,15
35061,19012,261
46047,1802,39
46049,564,16
46051,2039,50
46053,1064,34
46055,451,12
46057,1500,41
51510,30151,186
46059,561,12
51520,4379,78
46061,654,6
51530,2002,43
46063,201,3
51540,10148,80
46065,4307,58
51550,49753,481
46067,1730,36
46069,306,8
51570,4830,96
46071,628,21
27001,2944,61
27003,98229,792
51580,1209,26
27005,8774,92
46073,415,20
27007,11971,124
27009,13987,174
27011,1379,8
27013,17850,98
51590,11125,276
27015,6520,81
46075,177,2
27017,8845,96
27019,26564,116
51595,1160,54
27021,6992,80
27023,3068,48
51600,1961,43
27025,14487,120
46077,1312,21
27027,19739,123
27029,2152,30
27031,554,4
27033,3214,41
51610,1980,16
27035,15906,168
46079,2326,28
27037,109647,765
27039,5658,21
27041,10861,116
27043,3758,50
51620,2465,52
27045,4768,24
46081,6560,82
27047,9059,74
27049,13048,129
27051,1465,12
27053,297626,2561
51630,5350,38
27055,4510,18
27057,4924,59
27059,10068,117
27061,11004,145
27063,2140,17
51640,2551,76
27065,3478,55
27067,13397,138
27069,1037,27
27071,2703,37
27073,1737,28
51650,27521,320
27075,2064,28
46087,1341,31
27077,763,6
27079,6459,51
27081,1212,6
27083,7037,72
51660,13215,157
27085,10546,108
27087,1755,17
27089,2083,23
27091,5577,64
27093,5923,75
51670,6112,119
27095,7208,114
27097,9069,104
27099,11823,72
27101,2026,16
51678,2829,40
27103,7970,66
51680,20371,272
27105,6936,60
27107,1490,13
51683,9084,70
27109,40792,176
51685,3713,25
27111,13519,164
27113,3540,41
51690,3306,115
27115,6991,67
27117,1986,34
27119,8841,105
27121,3025,17
27123,123713,1328
51700,36109,391
27125,931,13
27127,3884,53
27129,3728,56
27131,17855,173
27133,2327,33
51710,41947,464
27135,4461,44
27137,46768,526
27139,40064,258
27141,27185,179
27143,3502,24
51720,1304,22
27145,50679,364
27147,10316,60
27149,2625,13
27151,2285,33
27153,6745,57
51730,8302,140
27155,851,10
27157,5564,16
27159,4204,54
51735,2335,30
27161,5479,39
27163,66649,477
51740,20728,318
27165,2976,23
27167,1653,22
27169,12656,72
27171,36453,304
27173,2524,29
51750,4909,48
51760,44223,492
19001,1583,51
51770,21175,360
19003,817,13
19005,2861,59
19007,2902,68
51775,6296,105
19009,1100,20
19011,6006,77
19013,32692,469
19015,5450,54
19017,5485,82
19019,4571,57
19021,6426,57
51790,5621,110
19023,3215,53
19025,2593,24
19027,4919,65
19029,2950,77
19031,4136,35
51800,18602,293
19033,11074,167
19035,2960,61
19037,2673,32
19039,2258,37
19041,4092,43
51810,89034,803
19043,3456,72
19045,11506,143
19047,4520,54
19049,22973,142
19051,1595,32
51820,5316,60
19053,1511,26
19055,4009,68
19057,9110,136
19059,4125,72
19061,25897,294
51830,1751,22
19063,2351,51
19065,4081,72
19067,3543,62
19069,2515,43
19071,1373,25
51840,6302,76
19073,1716,21
19075,2557,42
19077,2348,45
19079,3477,72
19081,2835,47
