fips,cases,deaths
41001,3209,48
41003,15208,68
41005,60196,605
41007,4601,48
41009,7577,93
41011,10676,149
41013,6040,77
41015,3347,52
41017,45997,276
41019,19747,384
41021,283,5
41023,1676,22
41025,1601,37
41027,3562,43
41029,42695,520
41031,7222,89
41033,16328,329
41035,14118,214
41037,1407,26
41039,57373,514
41041,7017,83
41043,26467,260
41045,8207,108
41047,68913,700
41049,2952,33
41051,113905,1167
41053,15266,129
41055,319,6
41057,3663,63
41059,22353,209
41061,5020,76
41063,1251,16
41065,5128,60
41067,85374,570
41069,242,3
41071,17747,214
33001,13532,173
33003,9325,59
33005,14822,111
33007,6927,113
33009,17645,66
33011,97391,903
33013,32150,227
33015,66867,530
33017,29207,206
33019,9251,68
25001,35071,577
25003,23333,371
25005,150046,2137
25007,3452,0
25009,205415,2729
25011,10654,132
25013,133079,1779
25015,27870,351
25017,327895,3955
25019,3392,0
25021,132280,1875
25023,115642,1671
25025,212074,1979
25027,192550,2567
17001,22297,238
17003,1281,15
17005,4324,37
17007,13814,129
17009,2408,21
17011,8341,140
17013,1521,8
17015,4244,49
17017,4608,44
17019,62825,295
17021,10221,129
17023,4852,60
17025,4733,73
17027,11965,122
17029,15287,173
17031,1134146,14838
17033,6194,61
17035,3348,49
17037,23371,199
17039,4323,44
17041,6459,61
17043,210607,1786
17045,5162,79
17047,1750,29
17049,10655,146
17051,7087,104
17053,4402,73
17055,12274,177
17057,10055,134
17059,1407,18
17061,3594,58
17063,12640,140
17065,2178,34
17067,4379,58
17069,1053,20
17071,1150,27
17073,12655,149
17075,7173,116
17077,15546,130
17079,2674,32
17081,11097,176
17083,6221,91
17085,4031,39
17087,4467,46
17089,126267,1174
17091,28827,373
17093,31010,170
17095,12520,245
17097,149935,1447
17099,28931,438
17101,5487,51
17103,8771,118
17105,10707,148
17107,9500,100
17109,7180,103
17111,75957,506
17113,49801,326
17115,30447,353
17117,12771,171
17119,70321,861
17121,11858,216
17123,2764,33
17125,3894,61
17127,3870,71
17129,3496,24
17131,4006,47
17133,9486,127
17135,9793,111
17137,9494,144
17139,4065,52
17141,13981,136
17143,46508,555
17145,7464,106
17147,4406,29
17149,5030,69
17151,955,8
17153,1720,19
17155,1135,10
17157,10464,131
17159,5158,83
17161,33099,519
17163,69335,770
17165,7865,109
17167,54881,427
17169,1955,29
17171,1256,11
17173,6201,79
17175,1512,32
17177,11478,176
17179,36624,496
17181,5369,68
17183,27891,311
17185,3715,31
17187,3999,87
17189,3427,41
17191,5290,85
17193,4405,59
09001,203593,2701
17195,15353,267
09003,177566,3127
17197,162230,1602
09005,31806,455
17199,22559,261
09007,28151,479
09009,195898,2811
17201,76495,849
09011,54968,657
17203,10370,124
09013,20608,270
09015,25707,301
50001,5559,15
50003,9468,68
50005,5684,24
50007,31382,166
50009,1280,3
50011,9584,66
50013,1034,5
50015,3858,17
50017,4879,14
50019,6277,37
50021,12524,72
50023,9957,47
50025,6673,35
50027,8792,50
01001,15744,213
01003,55489,677
01005,5658,98
01007,6422,101
01009,14929,239
01011,2304,53
01013,5052,129
01015,32359,620
01017,8471,161
01019,5115,85
01021,11060,202
01023,2050,36
01025,7141,99
01027,4083,81
01029,3558,69
01031,13566,231
01033,16314,260
01035,2860,71
01037,2958,58
01039,9306,228
01041,3799,98
42001,24757,360
01043,24508,364
42003,263899,3294
01045,12864,229
42005,15253,341
01047,8392,242
42007,40137,737
01049,18747,326
42009,10969,275
01051,23220,343
42011,102278,1591
01053,10009,169
42013,29654,610
01055,28780,643
42015,15187,200
01057,4977,96
42017,123270,1882
01059,9856,137
42019,44443,730
01061,6460,163
42021,34567,723
01063,1869,48
42023,814,20
01065,4711,105
42025,15889,291
01067,4571,75
42027,35194,347
01069,25666,502
42029,91895,1143
01071,15022,236
42031,8229,203
01073,184579,2342
42033,19275,344
01075,3724,63
42035,9034,124
01077,24094,390
42037,15064,243
01079,7656,155
42039,19765,315
01081,37641,332
42041,50929,890
01083,24879,292
42043,59062,960
01085,2610,76
42045,110096,1864
01087,3863,83
42047,7131,100
01089,89192,952
42049,57108,754
01091,5185,108
42051,31027,667
01093,8118,151
42053,2240,35
01095,27342,389
42055,40315,692
01097,113128,1637
42057,4122,65
01099,5268,80
42059,8456,104
01101,54753,932
42061,11504,244
01103,36001,510
42063,17405,354
01105,2092,44
42065,9005,231
01107,5253,101
42067,4765,175
01109,7466,133
42069,43502,761
01111,5082,74
42071,120966,1878
01113,10051,89
42073,18941,412
01115,25252,413
42075,36554,514
01117,60619,447
42077,89492,1235
01119,2575,51
42079,73486,1346
01121,22304,375
42081,28418,514
01123,11382,232
42083,8194,138
01125,55929,769
42085,23314,496
01127,18652,438
42087,12273,276
01129,3731,59
42089,36994,518
01131,2885,46
42091,152677,2308
01133,7573,129
42093,4521,93
42095,79596,1086
42097,22821,530
42099,8827,184
42101,309301,5081
42103,10194,95
42105,3189,92
42107,34420,674
42109,8100,156
42111,18707,404
42113,1050,36
42115,7827,108
42117,8019,192
42119,11683,153
42121,11243,237
42123,7335,210
42125,50828,651
42127,10141,169
42129,79714,1367
42131,5074,104
42133,118605,1491
34001,68468,990
34003,225103,3430
34005,102457,1197
34007,125819,1787
34009,21882,297
34011,39472,596
34013,213301,3597
34015,69812,957
34017,172192,2721
34019,24723,272
34021,76475,1256
34023,193894,2862
34025,164612,2166
34027,119237,1530
34029,162458,2925
34031,145059,2332
34033,14334,245
34035,68077,970
34037,33986,473
34039,145240,2357
34041,23956,341
26001,1725,71
26003,1866,13
26005,27041,344
26007,5596,136
26009,4316,64
26011,3195,67
26013,2210,54
26015,14312,166
26017,26993,577
26019,3424,65
26021,34682,549
26023,12157,205
26025,34155,575
26027,11092,144
26029,4909,60
26031,4589,102
26033,11610,120
26035,6738,156
26037,21228,209
26039,2557,30
26041,9921,157
26043,7362,108
26045,26768,397
26047,6376,86
26049,101180,1705
26051,5561,113
26053,3253,69
26055,17231,230
26057,13669,186
26059,10331,204
26061,7796,91
26063,8007,145
26065,63972,760
26067,19529,181
26069,4799,141
26071,2644,87
26073,15533,207
26075,44550,582
26077,59098,670
26079,3529,60
26081,166411,1517
26083,513,13
26085,1840,37
26087,20784,427
26089,3581,53
26091,25928,328
26093,46089,442
26095,2281,13
26097,2406,30
26099,229921,3941
26101,4463,89
26103,15810,128
26105,6736,91
26107,8640,108
26109,5622,70
26111,19021,223
26113,2904,60
26115,37967,471
26117,17137,215
26119,1716,47
26121,41724,644
26123,11468,156
26125,286376,3814
26127,6331,89
26129,4307,106
26131,983,38
26133,4995,80
26135,1434,55
26137,5639,99
26139,74720,786
26141,2062,58
26143,4613,113
26145,50318,945
26147,40624,828
26149,13667,204
26151,8670,190
26153,1750,17
26155,17765,230
26157,13190,275
26159,17012,266
26161,76282,514
26163,399533,7897
54047,5607,72
26165,7066,106
18001,7259,112
18003,103743,1178
18005,21313,249
18007,2477,21
18009,3107,69
18011,15203,182
18013,2586,62
18015,4221,68
18017,11662,163
18019,31066,396
18021,6825,88
18023,9184,126
18025,2546,40
18027,7468,153
18029,13424,139
18031,6993,145
18033,11347,149
18035,24826,441
18037,12858,165
18039,54068,729
18041,6737,146
18043,18922,299
18045,5418,102
18047,4373,65
18049,4913,102
18051,11631,145
18053,17294,347
18055,7199,139
18057,81823,659
18059,20651,258
18061,10808,138
18063,40716,554
18065,12971,230
18067,25402,448
18069,11490,155
18071,12513,130
18073,9012,148
18075,4842,78
18077,9339,157
18079,6936,108
18081,42253,613
18083,10740,153
18085,19734,237
18087,5843,102
18089,106222,1818
18091,25433,368
18093,11846,259
18095,32655,648
18097,224913,2985
18099,12319,195
18101,2163,25
18103,9253,159
18105,27689,279
18107,10667,164
18109,16448,286
18111,2564,68
18113,13069,157
18115,1443,19
18117,5031,96
18119,5836,120
18121,3589,52
18123,4650,68
18125,3726,49
18127,37641,559
18129,6533,58
18131,3068,86
18133,9315,129
18135,5896,148
18137,8288,138
18139,4835,58
18141,70612,869
18143,7857,106
18145,13593,182
18147,5217,61
18149,4748,97
18151,9616,121
18153,5271,76
18155,2311,20
18157,50042,394
18159,3522,87
18161,2019,21
18163,57254,628
18165,4073,75
