fips,cases,deaths
41001,144,3
41003,464,6
41005,3350,67
41007,254,0
41009,275,2
41011,266,1
41013,116,3
41015,60,2
41017,1240,13
41019,376,8
41021,17,0
41023,12,0
41025,39,0
41027,288,1
41029,1876,7
41031,611,10
41033,277,3
41035,433,3
41037,47,0
41039,2564,28
41041,519,13
41043,881,17
41045,1977,38
41047,6121,112
41049,557,7
41051,9780,173
41053,690,15
41055,22,0
41057,77,0
41059,3476,45
41061,493,2
41063,55,2
41065,358,16
41067,6170,78
41069,2,0
41071,1037,15
33001,247,5
33003,158,2
33005,206,3
33007,85,0
33009,245,1
33011,5593,323
33013,939,29
33015,2726,105
33017,768,14
33019,91,1
25001,2029,185
25003,784,52
25005,12708,761
25007,89,0
25009,24319,1356
25011,479,73
25013,10254,817
25015,1509,155
25017,32557,2281
25019,169,1
25021,11991,1111
25023,11563,837
25025,28851,1181
25027,16894,1175
17001,2285,26
17003,147,1
17005,532,9
17007,2038,25
17009,122,0
17011,986,17
17013,70,0
17015,490,13
17017,474,11
17019,6585,29
17021,888,32
17023,328,18
17025,335,14
17027,1877,31
17029,2111,40
17031,186405,5469
17033,676,6
17035,313,6
17037,2728,43
17039,282,6
17041,787,9
17043,24696,619
17045,167,11
17047,114,0
17049,1285,4
17051,720,24
17053,217,16
17055,1081,10
17057,622,2
17059,113,2
17061,329,17
17063,1086,7
17065,143,2
17067,345,4
17069,58,0
17071,136,0
17073,879,7
17075,539,19
17077,1637,26
17079,280,10
17081,973,52
17083,485,21
17085,556,9
17087,392,0
17089,18030,351
17091,3682,81
17093,2942,30
17095,1418,21
17097,21819,518
17099,2652,68
17101,362,8
17103,840,2
17105,730,12
17107,645,4
17109,818,22
17111,7151,126
17113,4392,38
17115,3555,56
17117,854,11
17119,7694,159
17121,1170,23
17123,171,3
17125,346,5
17127,165,2
17129,191,1
17131,311,6
17133,1016,30
17135,667,15
17137,1042,27
17139,470,6
17141,1354,8
17143,4906,78
17145,485,16
17147,282,2
17149,423,7
17151,44,1
17153,246,1
17155,101,0
17157,1358,15
17159,347,18
17161,4609,103
17163,9344,224
17165,637,11
17167,4450,66
17169,101,1
17171,116,0
17173,746,12
17175,96,3
17177,1182,9
17179,2905,60
17181,810,25
17183,1893,11
17185,256,6
17187,561,9
17189,339,2
17191,532,17
17193,289,5
09001,24155,1436
17195,1859,31
09003,18184,1481
17197,19946,439
09005,2305,144
17199,2016,61
09007,2018,197
09009,17352,1128
17201,11084,190
09011,3803,143
17203,748,18
09013,1780,68
09015,1469,19
50001,124,2
50003,142,1
50005,45,0
50007,1001,39
50009,7,0
50011,143,7
50013,17,0
50015,63,1
50017,38,0
50019,40,0
50021,137,1
50023,134,2
50025,152,3
50027,128,2
01001,2159,31
01003,6940,71
01005,1060,9
01007,873,15
01009,2074,25
01011,653,17
01013,1022,41
01015,4861,65
01017,1389,47
01019,783,15
01021,1938,33
01023,395,12
01025,1394,17
01027,772,12
01029,583,9
01031,1865,11
01033,2151,32
01035,577,13
01037,222,3
01039,1886,30
01041,620,30
42001,1179,31
01043,2781,25
42003,15796,435
01045,1906,52
42005,769,21
01047,1906,27
42007,2325,140
01049,3658,30
42009,447,7
01051,3309,59
42011,9562,425
01053,1766,31
42013,1376,32
01055,4512,54
42015,862,15
01057,608,14
42017,10445,626
01059,2120,32
42019,1840,28
01061,971,7
42021,1203,9
01063,351,17
42023,10,0
01065,793,30
42025,611,31
01067,744,6
42027,4272,18
01069,4300,35
42029,8223,381
01071,2321,19
42031,244,4
01073,24285,385
42033,497,7
01075,530,6
42035,277,7
01077,2465,43
42037,1074,42
01079,916,33
42039,571,3
01081,6702,66
42041,2554,81
01083,3031,34
42043,4960,196
01085,726,29
42045,13888,814
01087,558,21
42047,177,2
01089,9680,101
42049,2223,48
01091,1061,23
42051,1061,15
01093,1121,31
42053,19,1
01095,4537,52
42055,2306,55
01097,17261,320
42057,94,4
01099,667,10
42059,263,1
01101,10654,210
42061,1017,19
01103,4474,36
42063,1197,17
01105,604,6
42065,217,4
01107,916,18
42067,244,8
01109,1379,14
42069,3846,219
01111,859,16
42071,9877,479
01113,2004,3
42073,947,35
01115,3206,43
42075,3193,67
01117,7716,70
42077,6811,366
01119,487,21
42079,5545,206
01121,2797,38
42081,995,32
01123,1398,87
42083,158,2
01125,10734,145
42085,1137,27
01127,2949,95
42087,436,4
01129,768,12
42089,2069,135
01131,573,12
42091,14301,895
01133,964,13
42093,309,11
42095,5568,315
42097,1585,112
42099,379,6
42101,44505,1892
42103,633,23
42105,60,1
42107,2152,97
42109,505,18
42111,461,3
42113,20,1
42115,416,28
42117,241,3
42119,726,11
42121,288,1
42123,71,1
42125,2136,37
42127,293,12
42129,4472,103
42131,162,8
