fips,cases,deaths
41001,2953,42
41003,12926,52
41005,54606,482
41007,4086,37
41009,6656,69
41011,9429,131
41013,5344,63
41015,2861,41
41017,41726,231
41019,17654,332
41021,251,4
41023,1469,18
41025,1435,35
41027,3167,40
41029,38244,433
41031,6587,71
41033,14451,296
41035,12719,181
41037,1238,23
41039,50151,409
41041,5960,64
41043,23186,223
41045,7651,98
41047,62481,581
41049,2826,26
41051,102610,963
41053,13485,117
41055,290,3
41057,3216,54
41059,21069,194
41061,4649,66
41063,1107,14
41065,4587,53
41067,76872,474
41069,207,3
41071,15728,177
33001,12224,158
33003,8343,46
33005,12829,91
33007,6172,93
33009,14956,53
33011,89953,829
33013,29097,202
33015,61224,468
33017,25464,185
33019,8202,60
25001,32973,619
25003,20592,374
25005,143754,2283
25007,3299,0
25009,197960,2964
25011,9382,150
25013,126374,1923
25015,24165,378
25017,305536,4443
25019,3251,0
25021,124407,2091
25023,111040,1842
25025,198467,2156
25027,182221,2793
17001,21186,218
17003,1212,13
17005,4129,34
17007,13087,114
17009,2297,19
17011,7921,135
17013,1483,7
17015,3865,45
17017,4421,43
17019,58288,271
17021,9513,121
17023,4498,55
17025,4468,67
17027,11387,119
17029,14466,158
17031,1080784,13897
17033,5792,54
17035,3191,48
17037,21861,186
17039,4166,40
17041,6206,56
17043,197510,1666
17045,4825,76
17047,1700,26
17049,10192,136
17051,6780,92
17053,4217,70
17055,11634,161
17057,9488,117
17059,1254,13
17061,3477,55
17063,12170,127
17065,2051,31
17067,4109,53
17069,1002,18
17071,1083,26
17073,11929,139
17075,6853,105
17077,14549,116
17079,2555,26
17081,10314,162
17083,5997,79
17085,3752,36
17087,3911,44
17089,119128,1084
17091,27864,353
17093,29089,152
17095,11949,228
17097,140282,1308
17099,27376,414
17101,5168,49
17103,8243,113
17105,10213,139
17107,9006,96
17109,6646,90
17111,70038,449
17113,46683,305
17115,29079,327
17117,12136,157
17119,67329,796
17121,11242,194
17123,2624,30
17125,3692,59
17127,3586,67
17129,3355,22
17131,3787,40
17133,9080,117
17135,9142,100
17137,8969,130
17139,3905,50
17141,13166,133
17143,44464,523
17145,6980,99
17147,4138,26
17149,4808,66
17151,909,7
17153,1639,16
17155,1077,8
17157,9775,119
17159,4923,79
17161,31498,486
17163,66152,733
17165,7246,100
17167,52195,387
17169,1895,28
17171,1219,10
17173,5863,67
17175,1423,31
17177,10883,167
17179,35042,467
17181,5041,64
17183,26794,282
17185,3549,23
17187,3793,80
17189,3280,39
17191,4972,74
17193,4128,48
09001,193175,2547
17195,14378,254
09003,169521,2889
17197,155292,1463
09005,29959,413
17199,21106,239
09007,25960,453
09009,183151,2595
17201,72999,780
09011,51160,587
17203,9879,117
09013,19288,248
09015,24498,274
50001,3721,13
50003,8002,56
50005,4279,22
50007,24376,147
50009,1055,3
50011,7909,58
50013,824,4
50015,3108,12
50017,3034,10
50019,4762,31
50021,10534,53
50023,7911,41
50025,5250,33
50027,6855,47
01001,14742,166
01003,52649,612
01005,5263,84
01007,6107,96
01009,14056,207
01011,2234,47
01013,4784,108
01015,30046,554
01017,8181,148
01019,4822,69
01021,9977,183
01023,1778,33
01025,6756,89
01027,3902,72
01029,3382,63
01031,12807,203
01033,15233,219
01035,2757,63
01037,2761,51
01039,8910,205
01041,3620,82
