fips,cases,deaths
41001,98,2
41003,328,6
41005,2466,63
41007,221,0
41009,184,1
41011,160,0
41013,63,1
41015,32,0
41017,873,12
41019,243,4
41021,8,0
41023,10,0
41025,12,0
41027,252,0
41029,1190,6
41031,545,8
41033,204,2
41035,290,2
41037,34,0
41039,1293,17
41041,482,13
41043,532,13
41045,1650,30
41047,4779,96
41049,513,6
41051,7274,141
41053,535,15
41055,18,0
41057,53,0
41059,3049,41
41061,446,2
41063,33,1
41065,296,4
41067,4615,60
41071,774,14
33001,148,4
33003,124,2
33005,152,3
33007,22,0
33009,144,1
33011,4426,289
33013,592,23
33015,2036,103
33017,562,13
33019,58,1
25001,1863,174
25003,717,50
25005,10114,701
25007,74,0
25009,20031,1290
25011,431,68
25013,8283,781
25015,1287,144
25017,27732,2154
25019,105,1
25021,11050,1066
25023,9777,770
25025,24479,1137
25027,14471,1115
17001,1199,11
17003,85,1
17005,342,6
17007,1153,23
17009,69,0
17011,671,12
17013,62,0
17015,238,6
17017,404,11
17019,4818,21
17021,565,12
17023,183,3
17025,159,0
17027,1222,21
17029,1508,31
17031,145462,5225
17033,466,4
17035,219,5
17037,1682,39
17039,129,2
17041,318,7
17043,17786,563
17045,116,8
17047,68,0
17049,883,3
17051,437,6
17053,108,5
17055,552,3
17057,190,0
17059,75,2
17061,235,13
17063,687,6
17065,74,2
17067,228,3
17069,40,0
17071,71,0
17073,679,5
17075,368,19
17077,1276,25
17079,213,10
17081,641,38
17083,398,17
17085,275,2
17087,163,0
17089,13337,327
17091,2795,77
17093,2120,26
17095,704,3
17097,17171,488
17099,1758,57
17101,263,3
17103,394,1
17105,408,6
17107,469,1
17109,491,15
17111,4730,122
17113,3325,23
17115,1636,45
17117,567,7
17119,5883,143
17121,573,2
17123,111,0
17125,161,1
17127,117,2
17129,128,1
17131,141,5
17133,690,16
17135,389,12
17137,697,24
17139,222,4
17141,780,6
17143,3566,52
17145,358,15
17147,143,0
17149,139,1
17151,30,1
17153,183,1
17155,63,0
17157,958,11
17159,220,6
17161,3157,85
17163,7523,192
17165,362,4
17167,2483,46
17169,50,0
17171,80,0
17173,408,4
17175,56,2
17177,548,6
17179,1821,28
17181,524,24
17183,830,4
17185,162,3
17187,334,2
17189,219,1
17191,300,5
17193,176,0
09001,20225,1422
17195,811,21
09003,14801,1437
17197,14280,384
09005,1884,141
17199,1426,49
09007,1599,193
09009,14477,1115
17201,6300,155
09011,2053,117
17203,439,7
09013,1363,67
09015,997,16
50001,84,2
50003,115,1
50005,34,0
50007,837,39
50009,6,0
50011,128,7
50013,16,0
50015,59,1
50017,25,0
50019,22,0
50021,131,1
50023,78,2
50025,123,3
50027,87,2
01001,1791,27
01003,5640,52
01005,896,7
01007,664,11
01009,1629,15
01011,610,15
01013,917,40
01015,3569,44
01017,1179,42
01019,620,16
01021,1609,31
01023,352,12
01025,1109,17
01027,592,9
01029,408,6
01031,1393,8
01033,1684,26
01035,539,11
01037,174,3
01039,1416,28
01041,545,33
42001,852,26
01043,1922,20
42003,12348,382
01045,1418,44
42005,448,18
01047,1799,26
42007,1924,122
01049,2461,21
42009,245,6
01051,2739,48
42011,7186,395
01053,1620,25
42013,716,18
01055,3575,47
42015,168,5
01057,473,11
42017,8893,607
01059,1794,30
42019,1074,25
01061,650,5
42021,591,7
01063,306,15
42023,8,0
01065,653,28
42025,469,28
01067,514,5
42027,2710,11
01069,2954,23
42029,6958,369
01071,1611,12
42031,127,3
01073,20221,352
42033,330,6
01075,382,2
42035,208,6
01077,1759,34
42037,919,35
01079,636,25
42039,316,3
01081,6017,61
42041,1908,77
01083,2157,20
42043,3858,181
01085,659,27
42045,11572,796
01087,483,20
42047,73,2
01089,8005,80
42049,1567,48
01091,728,20
42051,812,7
01093,976,29
42053,15,0
01095,3983,45
42055,1795,50
01097,13558,295
42057,53,2
01099,592,9
42059,190,1
01101,8894,187
42061,417,6
01103,3349,29
42063,737,12
01105,543,7
42065,113,3
01107,672,15
42067,194,7
01109,1220,11
42069,2594,217
01111,672,13
42071,7993,459
01113,1790,3
42073,531,23
01115,2379,37
42075,2078,59
01117,6164,51
42077,5688,353
01119,438,19
42079,4135,190
01121,2190,30
42081,709,26
01123,1173,85
42083,59,2
01125,9029,119
42085,744,20
01127,2369,87
42087,229,2
01129,561,13
42089,1804,133
01131,532,11
42091,12285,878
01133,751,13
42093,185,5
42095,4523,305
42097,1067,63
42099,235,6
42101,37226,1826
42103,580,22
42105,29,0
42107,1188,52
42109,342,6
42111,220,3
42113,13,0
42115,297,28
42117,78,3
42119,475,6
42121,88,1
42123,44,1
42125,1375,30
42127,238,10
42129,2277,56
42131,78,8
42133,4941,159
34001,4139,256
34003,22751,2047
34005,7225,499
34007,10015,612
34009,1034,97
34011,3811,160
34013,21350,2129
34015,4677,228
34017,20892,1517
34019,1386,125
34021,8698,637
34023,19806,1429
34025,12041,868
34027,8046,831
34029,13730,1049
34031,19254,1255
34033,1078,90
34035,5904,577
34037,1547,198
34039,17894,1357
34041,1458,171
26001,47,2
26003,19,0
26005,785,8
26007,153,14
26009,72,0
26011,71,3
26013,37,2
26015,326,4
26017,1027,52
26019,84,2
26021,1981,74
26023,1455,28
26025,1492,46
26027,611,17
26029,112,3
26031,94,2
26033,81,0
26035,113,4
26037,699,14
26039,127,5
