fips,cases,deaths
41001,1038,15
41003,3283,22
41005,19076,240
41007,1074,9
41009,1949,29
41011,2189,38
41013,1303,23
41015,744,12
41017,10100,82
41019,3971,83
41021,81,1
41023,552,7
41025,438,10
41027,1228,33
41029,11641,148
41031,2392,40
41033,3660,72
41035,4799,78
41037,470,8
41039,14043,168
41041,1457,21
41043,5738,81
41045,3624,64
41047,23603,325
41049,1165,16
41051,40616,638
41053,4046,56
41055,70,1
41057,672,4
41059,8689,87
41061,1516,24
41063,196,5
41065,1458,30
41067,26950,253
41069,35,1
41071,4814,79
33001,4173,100
33003,2493,13
33005,3899,35
33007,2059,43
33009,4080,28
33011,36407,647
33013,9689,116
33015,24400,266
33017,10094,98
33019,1886,26
25001,13948,470
25003,6558,288
25005,66918,1745
25007,1414,2
25009,97969,2403
25011,2585,113
25013,52448,1537
25015,9177,300
25017,135387,3778
25019,1519,3
25021,55031,1804
25023,49299,1446
25025,93146,1848
25027,77436,2248
17001,8803,156
17003,476,11
17005,2088,30
17007,6845,90
17009,750,12
17011,3792,98
17013,531,5
17015,1786,38
17017,2039,36
17019,21153,164
17021,3844,93
17023,1850,41
17025,1505,48
17027,5796,100
17029,5779,103
17031,557001,11047
17033,2146,42
17035,1303,31
17037,10389,126
17039,1573,36
17041,2609,42
17043,92565,1410
17045,1772,61
17047,584,13
17049,4771,84
17051,3229,58
17053,1893,58
17055,4553,90
17057,4055,67
17059,470,5
17061,1456,47
17063,5995,82
17065,844,19
17067,1823,41
17069,391,12
17071,531,23
17073,5081,99
17075,3158,70
17077,5117,76
17079,1167,20
17081,4446,123
17083,2723,71
17085,1830,27
17087,1483,22
17089,59547,863
17091,14601,225
17093,13888,108
17095,5660,187
17097,68451,1093
17099,12795,306
17101,2412,36
17103,4195,93
17105,4908,103
17107,3997,77
17109,2940,63
17111,29209,322
17113,18562,226
17115,11015,222
17117,4802,118
17119,31139,605
17121,4530,123
17123,1083,22
17125,1553,46
17127,1363,43
17129,1255,16
17131,1499,34
17133,4399,94
17135,3800,80
17137,4076,105
17139,1637,36
17141,6230,92
17143,23588,369
17145,3203,69
17147,1526,20
17149,1833,56
