fips,cases,deaths
41001,1413,19
41003,4142,23
41005,23818,254
41007,1858,11
41009,2788,34
41011,3414,55
41013,1814,32
41015,1468,16
41017,14041,92
41019,8746,136
41021,124,3
41023,658,8
41025,616,11
41027,1480,35
41029,18339,206
41031,2877,45
41033,7288,119
41035,5722,82
41037,526,8
41039,20747,196
41041,2295,25
41043,8437,83
41045,4151,68
41047,28954,360
41049,1552,20
41051,47305,642
41053,5434,63
41055,106,2
41057,1465,16
41059,11562,117
41061,2323,32
41063,412,6
41065,2094,37
41067,31833,266
41069,60,1
41071,6425,90
33001,4689,106
33003,2792,13
33005,4347,38
33007,2272,45
33009,4578,30
33011,38777,655
33013,10435,121
33015,26291,278
33017,10883,101
33019,2089,29
25001,15524,488
25003,7389,304
25005,71877,1779
25007,1684,0
25009,102864,2431
25011,2815,115
25013,57126,1562
25015,9825,303
25017,144407,3814
25019,1851,0
25021,58718,1821
25023,53008,1469
25025,99113,1867
25027,82404,2281
17001,11634,167
17003,610,11
17005,2313,29
17007,7280,93
17009,983,13
17011,4056,100
17013,600,5
17015,2138,38
17017,2303,36
17019,24149,180
17021,4398,96
17023,2183,44
17025,2007,49
17027,6500,103
17029,6588,106
17031,592050,11304
17033,2741,44
17035,1486,33
17037,11222,129
17039,1804,37
17041,2859,42
17043,99590,1421
17045,2020,62
17047,841,14
17049,5232,88
17051,3536,59
17053,2171,60
17055,6057,97
17057,4490,71
17059,653,5
17061,1840,49
17063,6582,84
17065,1096,20
17067,2292,44
17069,514,12
17071,590,23
17073,5633,100
17075,3627,71
17077,6821,83
17079,1337,20
17081,5460,127
17083,3068,71
17085,1943,27
17087,1921,26
17089,63399,881
17091,15680,235
17093,14851,112
17095,6148,188
17097,73680,1110
17099,13719,320
17101,2730,38
17103,4386,95
17105,5277,107
17107,4559,81
17109,3383,65
17111,31560,329
17113,20551,234
17115,12912,231
17117,5757,122
17119,35930,630
17121,5893,137
17123,1252,21
17125,1846,50
17127,1739,45
17129,1454,16
17131,1721,34
17133,4872,96
17135,4269,80
17137,4746,117
17139,1876,37
17141,6658,92
17143,24949,382
17145,3830,76
17147,1763,20
17149,2371,57
17151,415,4
17153,913,11
17155,520,5
17157,4968,97
17159,2227,58
17161,16771,377
17163,36980,591
17165,3412,76
17167,22699,293
17169,911,19
17171,659,2
17173,2652,43
17175,729,26
17177,5129,106
17179,18821,351
17181,2804,46
17183,11908,181
17185,1796,16
17187,2019,54
17189,1924,32
17191,2358,55
17193,2252,37
09001,106173,2218
17195,7649,216
09003,90924,2466
17197,83451,1139
09005,15635,299
17199,10072,153
09007,13817,377
09009,98738,2157
17201,37042,564
09011,24595,453
17203,5288,98
09013,10363,190
09015,11564,198
50001,1232,8
50003,2307,16
50005,1200,7
50007,8925,113
50009,324,2
50011,2300,40
50013,261,2
50015,981,3
50017,918,3
50019,1501,13
50021,2553,22
50023,2320,16
50025,1603,16
50027,1754,15
01001,8758,118
01003,33090,385
01005,3060,65
01007,3479,73
01009,8595,145
01011,1384,42
01013,2814,75
01015,17858,354
01017,4732,127
01019,2444,49
01021,5641,120
01023,683,25
01025,4184,68
01027,2003,60
01029,1878,46
01031,7999,145
01033,7687,153
01035,1552,35
01037,1414,31
01039,5690,148
01041,2081,61
42001,10556,191
01043,12451,219
42003,109797,2066
01045,7495,135
42005,6389,151
01047,4290,168
42007,16916,400
01049,10913,210
42009,5008,144
01051,12878,234
42011,50958,1048
01053,5719,91
42013,14064,346
01055,17143,389
42015,6324,100
01057,2493,66
42017,64858,1342
01059,5229,89
42019,19080,429
01061,3683,90
42021,15507,449
01063,1139,39
42023,336,10
01065,2692,81
42025,6808,176
01067,2644,46
42027,17662,231
01069,14705,317
42029,43860,837
01071,8236,124
42031,3397,98
01073,101002,1653
42033,9226,165
01075,1710,38
42035,3908,69
01077,11982,258
42037,6281,136
01079,3746,100
42039,8065,162
01081,20152,193
42041,22331,543
01083,12630,172
42043,28350,577
01085,1603,55
42045,55757,1437
01087,1955,54
42047,3029,42
01089,43897,553
42049,22667,429
01091,2997,70
42051,14183,335
01093,4094,110
42053,1462,21
01095,15572,249
42055,16733,380
01097,63554,1031
42057,1498,18
01099,2760,43
42059,3616,43
01101,30330,639
42061,5468,137
01103,17485,299
42063,6882,183
01105,1245,28
42065,3548,100
01107,2790,63
42067,2294,90
01109,3989,84
42069,19485,491
01111,2511,54
42071,59497,1191
01113,5516,51
42073,8436,229
01115,13231,259
42075,17181,304
01117,32121,276
42077,42627,880
01119,1182,34
42079,34022,842
01121,10713,194
42081,12658,303
01123,5577,163
42083,3966,75
01125,30178,486
42085,10399,272
01127,9158,298
42087,5645,183
01129,2290,43
42089,16115,327
01131,1446,32
42091,75596,1755
01133,3577,79
42093,2088,67
42095,38707,733
42097,10233,367
42099,4141,102
42101,165761,3822
42103,4375,55
42105,1310,26
42107,15594,419
42109,3858,87
42111,8513,220
42113,468,21
42115,2835,62
42117,3287,113
42119,6341,90
42121,4418,106
42123,2835,107
42125,19426,319
42127,4513,84
42129,36717,795
42131,2141,54
42133,50362,849
34001,34329,710
34003,111219,2920
34005,48430,901
34007,60258,1360
34009,10699,215
34011,18389,445
34013,100067,3075
34015,33363,665
34017,92635,2346
34019,10708,180
34021,36253,971
34023,98174,2390
34025,83390,1667
34027,53384,1250
34029,82893,2225
34031,76829,1962
34033,6691,193
34035,32238,851
34037,14986,313
34039,75548,2001
34041,10662,243
26001,825,36
26003,708,7
26005,12019,165
26007,2496,66
26009,1768,34
26011,1291,30
26013,1045,41
26015,6342,74
26017,11794,363
26019,1353,38
26021,16548,305
26023,6378,125
26025,15513,327
26027,5863,79
26029,1928,26
26031,2059,52
26033,5805,51
26035,2667,88
26037,8121,97
26039,1051,14
26041,4456,95
26043,2925,74
26045,10863,213
26047,2603,45
26049,44044,999
26051,2431,62
26053,1526,53
26055,6995,102
26057,7172,126
26059,4743,98
26061,3303,44
26063,4282,86
26065,26420,408
26067,9725,86
26069,2173,78
26071,1132,53
26073,6626,102
26075,22244,336
26077,25056,414
26079,1245,29
26081,77834,889
26083,183,2
26085,697,17
26087,10271,218
26089,1355,21
26091,11554,183
26093,18304,204
26095,1358,6
26097,796,3
26099,105803,2540
26101,2118,28
26103,6126,66
26105,2380,40
26107,3400,38
26109,2376,44
26111,8019,101
26113,1557,29
26115,16368,273
26117,8533,123
26119,693,20
26121,19428,389
26123,5110,70
26125,126572,2509
26127,2891,61
26129,1901,44
26131,522,22
26133,2070,31
26135,722,31
26137,2544,41
26139,34862,451
26141,1105,34
26143,1976,55
26145,23857,646
26147,19266,460
26149,6688,104
26151,4378,127
26153,485,5
26155,6912,112
26157,5971,176
26159,7657,139
26161,28936,316
26163,175854,5284
54047,1936,27
26165,2989,48
18001,4143,64
18003,48857,743
18005,9358,166
18007,1249,15
18009,1518,34
18011,7821,114
18013,1228,45
18015,2244,27
18017,6603,117
18019,15942,219
18021,3385,51
18023,5012,65
18025,1282,19
18027,3591,104
18029,6795,87
18031,3483,98
18033,5150,92
18035,12479,211
18037,6969,120
18039,31311,495
18041,3371,69
18043,9379,197
18045,2720,54
18047,2026,36
18049,2373,48
18051,5481,105
18053,8624,195
18055,3407,90
18057,40826,453
18059,9844,159
18061,5401,82
18063,20313,351
18065,6833,121
18067,12439,253
18069,5471,89
18071,5916,80
18073,4336,61
18075,2321,36
18077,4143,91
18079,2971,54
18081,21625,422
18083,4968,95
18085,10470,133
18087,2916,75
18089,60090,1100
18091,13343,231
18093,6264,140
18095,15715,382
18097,117885,1950
18099,6797,122
18101,1102,15
18103,4779,78
18105,13592,190
18107,5234,97
18109,7977,156
18111,1292,42
18113,6721,100
18115,697,11
18117,2501,60
18119,2568,63
18121,1909,18
18123,2278,45
18125,1732,35
18127,20585,345
18129,3275,38
18131,1392,50
18133,4771,68
18135,2789,85
18137,3990,72
18139,2034,27
18141,39447,595
18143,3494,62
18145,6827,110
18147,2859,32
18149,2500,62
18151,4550,66
18153,2641,47
18155,1056,9
18157,25453,240
18159,1938,53
18161,873,11
18163,27445,425
18165,2081,46
18167,14301,267
18169,4336,86
18171,1018,17
18173,9564,168
18175,2964,43
18177,8827,209
18179,3467,84
18181,3650,57
18183,4740,48
10001,20649,390
10003,69966,933
10005,28999,557
51001,3340,53
51003,6511,85
51005,1565,52
51007,1091,36
51009,3458,41
51011,1867,28
51013,16619,260
51015,7335,88
51017,302,11
51019,7590,114
51021,801,10
51023,2955,39
51025,1520,27
51027,1831,47
51029,2314,33
51031,5616,115
51033,3177,43
51035,3070,81
51036,581,16
51037,997,22
51041,32685,465
51043,1084,21
51045,402,6
51047,5226,70
51049,583,10
