county,fips,cases,deaths
Baker,41001,971,15
Benton,41003,3194,22
Clackamas,41005,18345,227
Clatsop,41007,1011,8
Columbia,41009,1835,29
Coos,41011,2147,36
Crook,41013,1201,22
Curry,41015,668,10
Deschutes,41017,9666,79
Douglas,41019,3565,76
Gilliam,41021,64,1
Grant,41023,529,6
Harney,41025,383,8
Hood River,41027,1204,32
Jackson,41029,11251,144
Jefferson,41031,2312,38
Josephine,41033,3479,72
Klamath,41035,4686,73
Lake,41037,462,7
Lane,41039,13515,152
Lincoln,41041,1401,21
Linn,41043,5355,77
Malheur,41045,3562,63
Marion,41047,22870,318
Morrow,41049,1135,16
Multnomah,41051,39663,627
Polk,41053,3878,53
Sherman,41055,63,1
Tillamook,41057,664,4
Umatilla,41059,8401,86
Union,41061,1466,23
Wallowa,41063,188,5
Wasco,41065,1422,28
Washington,41067,26320,242
Wheeler,41069,34,1
Yamhill,41071,4652,78
Belknap,33001,4106,100
Carroll,33003,2459,11
Cheshire,33005,3861,34
Coos,33007,2039,41
Grafton,33009,4034,26
Hillsborough,33011,36146,643
Merrimack,33013,9608,116
Rockingham,33015,24253,262
Strafford,33017,9904,94
Sullivan,33019,1808,25
Barnstable,25001,13904,469
Berkshire,25003,6529,286
Bristol,25005,66637,1728
Dukes,25007,1408,0
Essex,25009,97571,2389
Franklin,25011,2570,114
Hampden,25013,52206,1526
Hampshire,25015,9140,297
Middlesex,25017,134871,3757
Nantucket,25019,1518,0
Norfolk,25021,54803,1789
Plymouth,25023,49115,1435
Suffolk,25025,92743,1838
Worcester,25027,77029,2233
Adams,17001,8611,153
Alexander,17003,470,11
Bond,17005,2082,30
Boone,17007,6790,87
Brown,17009,723,12
Bureau,17011,3765,96
Calhoun,17013,519,5
Carroll,17015,1773,38
Cass,17017,2015,36
Champaign,17019,20976,156
Christian,17021,3802,91
Clark,17023,1825,41
Clay,17025,1488,48
Clinton,17027,5777,100
Coles,17029,5736,101
Cook,17031,553716,10875
Crawford,17033,2137,42
Cumberland,17035,1298,31
DeKalb,17037,10267,126
De Witt,17039,1563,35
Douglas,17041,2601,41
DuPage,17043,91860,1389
Edgar,17045,1748,60
Edwards,17047,574,13
Effingham,17049,4749,83
Fayette,17051,3200,58
Ford,17053,1844,56
Franklin,17055,4520,88
Fulton,17057,4037,67
Gallatin,17059,462,5
Greene,17061,1449,46
Grundy,17063,5958,80
Hamilton,17065,839,18
Hancock,17067,1788,42
Hardin,17069,389,12
Henderson,17071,529,23
Henry,17073,5059,98
Iroquois,17075,3088,69
Jackson,17077,5075,75
Jasper,17079,1156,20
Jefferson,17081,4409,122
Jersey,17083,2709,69
Jo Daviess,17085,1826,27
Johnson,17087,1466,22
Kane,17089,59184,846
Kankakee,17091,14442,222
Kendall,17093,13780,105
Knox,17095,5615,183
Lake,17097,68071,1076
LaSalle,17099,12710,302
Lawrence,17101,2409,34
Lee,17103,4189,92
Livingston,17105,4878,99
Logan,17107,3949,75
McDonough,17109,2895,62
McHenry,17111,29057,317
McLean,17113,18479,219
Macon,17115,10933,218
Macoupin,17117,4765,116
Madison,17119,30817,596
Marion,17121,4495,122
Marshall,17123,1081,21
Mason,17125,1535,46
Massac,17127,1357,43
Menard,17129,1244,16
Mercer,17131,1487,34
Monroe,17133,4373,94
Montgomery,17135,3775,80
Morgan,17137,4022,104
Moultrie,17139,1624,36
Ogle,17141,6170,91
Peoria,17143,23476,358
Perry,17145,3196,69
Piatt,17147,1521,20
Pike,17149,1800,56
Pope,17151,326,4
Pulaski,17153,695,7
Putnam,17155,486,4
Randolph,17157,4147,93
Richland,17159,1761,49
Rock Island,17161,15201,363
St. Clair,17163,31137,562
Saline,17165,2589,72
Sangamon,17167,19002,278
Schuyler,17169,777,19
Scott,17171,485,1
Shelby,17173,2317,40
Stark,17175,644,24
Stephenson,17177,4808,104
Tazewell,17179,17141,333
Union,17181,2266,44
Vermilion,17183,9920,153
Wabash,17185,1350,15
Warren,17187,1829,51
Washington,17189,1648,31
Wayne,17191,1802,54
White,17193,1702,36
Fairfield,09001,99995,2196
Whiteside,17195,7271,215
Hartford,09003,83987,2425
Will,17197,76635,1092
Litchfield,09005,14594,297
Williamson,17199,7524,146
Middlesex,09007,12780,371
New Haven,09009,91876,2119
Winnebago,17201,33883,523
New London,09011,22467,448
Woodford,17203,4853,93
Tolland,09013,9579,187
Windham,09015,10880,194
Addison,50001,1061,8
Bennington,50003,2038,15
Caledonia,50005,1071,7
Chittenden,50007,7492,103
Essex,50009,291,2
Franklin,50011,2028,39
Grand Isle,50013,217,2
Lamoille,50015,882,3
Orange,50017,815,3
Orleans,50019,1284,11
Rutland,50021,2274,20
Washington,50023,1891,15
Windham,50025,1381,14
Windsor,50027,1475,13
Autauga,01001,7142,110
Baldwin,01003,21620,311
Barbour,01005,2334,59
Bibb,01007,2666,64
Blount,01009,6864,139
Bullock,01011,1233,42
Butler,01013,2219,71
Calhoun,01015,14622,324
Chambers,01017,3665,123
Cherokee,01019,1862,45
Chilton,01021,4430,115
Choctaw,01023,613,25
Clarke,01025,3521,61
Clay,01027,1578,57
Cleburne,01029,1504,42
Coffee,01031,5605,121
Colbert,01033,6347,137
Conecuh,01035,1119,30
Coosa,01037,1100,29
Covington,01039,4217,119
Crenshaw,01041,1540,57
Adams,42001,9567,183
Cullman,01043,9843,198
Allegheny,42003,101287,1980
Dale,01045,4902,114
Armstrong,42005,5979,144
Dallas,01047,3597,154
Beaver,42007,15415,383
DeKalb,01049,8896,188
Bedford,42009,4635,138
Elmore,01051,10233,208
Berks,42011,48003,1031
Escambia,01053,3968,77
Blair,42013,13424,339
Etowah,01055,13981,359
Bradford,42015,6047,90
Fayette,01057,2147,62
Bucks,42017,60585,1301
Franklin,01059,4273,82
Butler,42019,17465,417
Geneva,01061,2559,81
Cambria,42021,14615,432
Greene,01063,928,34
Cameron,42023,303,8
Hale,01065,2252,78
Carbon,42025,6360,171
Henry,01067,1934,44
Centre,42027,16858,224
Houston,01069,10714,285
Chester,42029,40655,814
Jackson,01071,6866,112
Clarion,42031,3182,92
Jefferson,01073,80195,1539
Clearfield,42033,8586,147
Lamar,01075,1450,37
Clinton,42035,3680,66
Lauderdale,01077,9511,245
Columbia,42037,5849,133
Lawrence,01079,3076,100
Crawford,42039,7442,151
Lee,01081,16115,173
Cumberland,42041,20403,524
Limestone,01083,10118,156
Dauphin,42043,25939,549
Lowndes,01085,1413,54
Delaware,42045,52146,1445
Macon,01087,1622,50
Elk,42047,2859,39
Madison,01089,35344,513
Erie,42049,21025,416
Marengo,01091,2503,65
Fayette,42051,13198,322
Marion,01093,3178,102
Forest,42053,1431,21
Marshall,01095,12338,227
Franklin,42055,15306,370
Mobile,01097,41551,815
Fulton,42057,1355,15
Monroe,01099,1790,41
Greene,42059,3295,40
Montgomery,01101,24871,600
Huntingdon,42061,5109,132
Morgan,01103,14520,283
Indiana,42063,6348,176
Perry,01105,1082,26
Jefferson,42065,3327,98
Pickens,01107,2356,62
Juniata,42067,2130,87
Pike,01109,3132,77
Lackawanna,42069,18439,473
Randolph,01111,1846,43
Lancaster,42071,55136,1154
Russell,01113,4505,40
Lawrence,42073,7580,211
St. Clair,01115,10034,247
Lebanon,42075,16114,289
Shelby,01117,25401,253
Lehigh,42077,39633,853
Sumter,01119,1056,32
Luzerne,42079,31802,812
Talladega,01121,8373,180
Lycoming,42081,11863,286
Tallapoosa,01123,4077,153
McKean,42083,3771,72
Tuscaloosa,01125,26031,457
Mercer,42085,9604,258
Walker,01127,7284,279
Mifflin,42087,5389,178
Washington,01129,1687,39
Monroe,42089,14697,317
Wilcox,01131,1275,30
Montgomery,42091,70054,1716
Winston,01133,2786,73
Montour,42093,2011,66
Northampton,42095,35700,711
Northumberland,42097,9619,357
Perry,42099,3815,100
Philadelphia,42101,152956,3669
Pike,42103,3989,54
Potter,42105,1182,23
Schuylkill,42107,14714,408
Snyder,42109,3654,85
Somerset,42111,7989,212
Sullivan,42113,434,20
Susquehanna,42115,2634,62
Tioga,42117,3047,108
Union,42119,6128,87
Venango,42121,4055,96
Warren,42123,2622,103
Washington,42125,17768,300
Wayne,42127,4104,80
Westmoreland,42129,34109,766
Wyoming,42131,1973,54
York,42133,46362,812
Atlantic,34001,31517,686
Bergen,34003,104255,2867
Burlington,34005,44169,855
Camden,34007,55569,1308
Cape May,34009,9178,207
Cumberland,34011,17076,434
Essex,34013,93990,2991
Gloucester,34015,30494,640
Hudson,34017,87886,2286
Hunterdon,34019,9784,176
Mercer,34021,33981,950
Middlesex,34023,92138,2357
Monmouth,34025,75464,1622
Morris,34027,50071,1231
Ocean,34029,75743,2151
Passaic,34031,72827,1920
Salem,34033,6077,185
Somerset,34035,30024,842
Sussex,34037,13980,302
Union,34039,71325,1966
Warren,34041,9961,236
Alcona,26001,738,32
Alger,26003,666,6
Allegan,26005,11079,149
Alpena,26007,2258,61
Antrim,26009,1624,29
Arenac,26011,1203,29
Baraga,26013,981,38
Barry,26015,5917,67
